ano,id_municipio,quantidade_escolas
2019,2600104,39
2019,2600203,16
2019,2600302,25
2019,2600401,41
2019,2600708,31
2019,2601003,13
2019,2601052,17
2019,2601102,97
2019,2601201,60
2019,2601409,49
2019,2601607,27
2019,2601706,84
2019,2601904,60
2019,2602001,50
2019,2602209,38
2019,2602308,41
2019,2602605,57
2019,2602704,18
2019,2602803,51
2019,2602902,164
2019,2603009,43
2019,2603108,14
2019,2603454,93
2019,2603504,16
2019,2603702,32
2019,2603926,75
2019,2604007,67
2019,2604106,252
2019,2604155,19
2019,2604205,38
2019,2604304,17
2019,2604502,33
2019,2604700,29
2019,2604809,21
2019,2604908,23
2019,2605004,33
2019,2605103,30
2019,2605202,74
2019,2605301,50
2019,2605400,16
2019,2605509,11
2019,2605707,60
2019,2605806,17
2019,2605905,27
2019,2606002,116
2019,2606101,37
2019,2606200,73
2019,2606309,8
2019,2606408,90
2019,2606804,86
2019,2606903,17
2019,2607109,10
2019,2607208,90
2019,2607307,45
2019,2607406,10
2019,2607505,36
2019,2607653,29
2019,2607703,17
2019,2607802,17
2019,2607901,388
2019,2607950,21
2019,2608008,37
2019,2608057,23
2019,2608107,29
2019,2608255,12
2019,2608305,13
2019,2608404,21
2019,2608453,17
2019,2608602,24
2019,2608701,30
2019,2608750,28
2019,2608800,45
2019,2608909,50
2019,2609006,29
2019,2609105,14
2019,2609154,34
2019,2609204,14
2019,2609303,29
2019,2609402,48
2019,2609501,27
2019,2609600,244
2019,2609709,30
2019,2609808,32
2019,2609907,68
2019,2610004,82
2019,2610202,44
2019,2610400,32
2019,2610608,48
2019,2610707,200
2019,2610905,103
2019,2611101,331
2019,2611507,23
2019,2611533,10
2019,2611606,1060
2019,2611705,29
2019,2611804,51
2019,2611903,27
2019,2612208,56
2019,2612307,27
2019,2612406,21
2019,2612505,56
2019,2612604,58
2019,2612703,25
2019,2612802,13
2019,2612901,23
2019,2613008,34
2019,2613107,46
2019,2613305,13
2019,2613404,22
2019,2613503,27
2019,2613602,28
2019,2613701,82
2019,2613800,13
2019,2613909,97
2019,2614105,38
2019,2614204,47
2019,2614303,14
2019,2614402,6
2019,2614501,55
2019,2614600,24
2019,2614808,34
2019,2614857,31
2019,2615003,16
2019,2615102,16
2019,2615300,45
2019,2615409,26
2019,2615508,14
2019,2615607,32
2019,2615904,8
2019,2616100,12
2019,2616209,16
2019,2616308,24
2019,2616407,130
2019,2616506,17
2019,2700102,11
2019,2700300,153
2019,2700409,36
2019,2700508,16
2019,2700607,12
2019,2700706,25
2019,2700904,15
2019,2701100,18
2019,2701209,13
2019,2701407,25
2019,2701605,36
2019,2701704,22
2019,2702108,19
2019,2702306,27
2019,2702355,30
2019,2702405,43
2019,2702504,30
2019,2702553,16
2019,2702603,30
2019,2702900,73
2019,2703106,23
2019,2703205,25
2019,2703759,11
2019,2703809,35
2019,2703908,10
2019,2704104,26
2019,2704203,23
2019,2704302,551
2019,2704401,20
2019,2704609,10
2019,2704708,32
2019,2704807,16
2019,2705002,46
2019,2705408,15
2019,2705507,29
2019,2705705,19
2019,2705804,8
2019,2706000,11
2019,2706307,62
2019,2706406,31
2019,2706422,22
2019,2706604,9
2019,2706703,48
2019,2706802,17
2019,2706901,31
2019,2707008,6
2019,2707107,21
2019,2707206,13
2019,2707305,18
2019,2707404,16
2019,2707503,28
2019,2707701,70
2019,2707800,7
2019,2708006,46
2019,2708204,13
2019,2708402,33
2019,2708600,32
2019,2708808,37
2019,2708956,19
2019,2709004,10
2019,2709152,45
2019,2709202,53
2019,2709301,34
2019,2709400,31
2019,2800209,34
2019,2800308,301
2019,2800407,24
2019,2800506,22
2019,2800605,23
2019,2800670,22
2019,2800704,10
2019,2801009,26
2019,2801108,11
2019,2801207,27
2019,2801306,35
2019,2801405,28
2019,2801504,17
2019,2801702,29
2019,2801900,6
2019,2802007,8
2019,2802106,59
2019,2802205,9
2019,2802304,15
2019,2802403,23
2019,2802601,14
2019,2802700,11
2019,2802809,21
2019,2802908,86
2019,2803005,33
2019,2803203,45
2019,2803302,34
2019,2803401,21
2019,2803500,101
2019,2803609,30
2019,2803708,13
2019,2803807,7
2019,2803906,16
2019,2804003,16
2019,2804300,15
2019,2804409,28
2019,2804508,26
2019,2804607,28
2019,2804706,14
2019,2804805,121
2019,2804904,23
2019,2805109,9
2019,2805406,38
2019,2805505,22
2019,2805604,35
2019,2805703,29
2019,2806008,16
2019,2806206,34
2019,2806305,22
2019,2806404,8
2019,2806602,13
2019,2806701,65
2019,2806800,17
2019,2807105,54
2019,2807204,13
2019,2807303,5
2019,2807402,46
2019,2807501,27
2019,2900108,7
2019,2900207,28
2019,2900355,10
2019,2900504,36
2019,2900702,149
2019,2900801,41
2019,2901007,43
2019,2901205,45
2019,2901304,19
2019,2901353,29
2019,2901700,24
2019,2901908,24
2019,2901957,13
2019,2902005,19
2019,2902054,20
2019,2902104,81
2019,2902500,23
2019,2902658,22
2019,2902708,75
2019,2902807,32
2019,2902906,51
2019,2903201,121
2019,2903235,20
2019,2903276,31
2019,2903300,10
2019,2903409,39
2019,2903607,39
2019,2903805,42
2019,2903904,74
2019,2903953,12
2019,2904100,31
2019,2904407,15
2019,2904506,33
2019,2904605,45
2019,2904704,27
2019,2904753,28
2019,2904902,45
2019,2905008,20
2019,2905107,18
2019,2905305,21
2019,2905701,232
2019,2905909,131
2019,2906006,128
2019,2906105,21
2019,2906204,23
2019,2906501,79
2019,2906709,51
2019,2906808,42
2019,2906824,12
2019,2906873,42
2019,2907103,36
2019,2907202,135
2019,2907301,29
2019,2907509,67
2019,2907608,17
2019,2908101,37
2019,2908309,23
2019,2908408,95
2019,2908606,42
2019,2908705,36
2019,2909000,11
2019,2909109,21
2019,2909208,67
2019,2909307,37
2019,2909604,28
2019,2909802,68
2019,2909901,58
2019,2910008,24
2019,2910057,65
2019,2910107,9
2019,2910404,39
2019,2910503,40
2019,2910602,49
2019,2910727,66
2019,2910750,14
2019,2910800,397
2019,2910859,24
2019,2911105,49
2019,2911204,40
2019,2911303,46
2019,2911709,49
2019,2911808,28
2019,2911857,21
2019,2911907,50
2019,2912202,16
2019,2912400,23
2019,2912509,17
2019,2913101,28
2019,2913200,30
2019,2913408,16
2019,2913507,38
2019,2913606,103
2019,2913705,49
2019,2913903,38
2019,2914000,69
2019,2914109,28
2019,2914307,14
2019,2914406,25
2019,2914505,35
2019,2914604,63
2019,2914653,28
2019,2914703,74
2019,2914802,148
2019,2914901,46
2019,2915353,54
2019,2915502,38
2019,2915601,68
2019,2915809,39
2019,2916401,63
2019,2916500,30
2019,2916708,14
2019,2916807,19
2019,2916856,29
2019,2916906,14
2019,2917003,65
2019,2917102,31
2019,2917201,19
2019,2917300,41
2019,2917409,13
2019,2917508,86
2019,2917607,62
2019,2917706,45
2019,2917904,18
2019,2918001,153
2019,2918100,66
2019,2918357,23
2019,2918407,196
2019,2918803,35
2019,2919058,17
2019,2919157,31
2019,2919207,128
2019,2919306,16
2019,2919504,37
2019,2919553,60
2019,2919801,96
2019,2919900,16
2019,2920106,21
2019,2920205,26
2019,2920403,24
2019,2920452,28
2019,2920502,44
2019,2920601,65
2019,2920700,59
2019,2920809,19
2019,2920908,21
2019,2921005,45
2019,2921054,11
2019,2921203,50
2019,2921302,13
2019,2921450,16
2019,2921500,76
2019,2921708,50
2019,2921807,17
2019,2921906,23
2019,2922003,36
2019,2922201,22
2019,2922250,24
2019,2922300,29
2019,2922508,42
2019,2923001,41
2019,2923035,30
2019,2923100,28
2019,2923209,17
2019,2923357,19
2019,2923704,60
2019,2923803,19
2019,2924009,95
2019,2924058,23
2019,2924306,21
2019,2924405,114
2019,2924504,22
2019,2924603,36
2019,2924652,13
2019,2924801,29
2019,2925006,28
2019,2925105,42
2019,2925253,30
2019,2925303,137
2019,2925600,26
2019,2925709,21
2019,2925758,49
2019,2925808,28
2019,2925907,52
2019,2925956,29
2019,2926004,101
2019,2926103,15
2019,2926202,48
2019,2926301,47
2019,2926400,30
2019,2926608,52
2019,2926657,22
2019,2927101,16
2019,2927200,49
2019,2927408,1514
2019,2927507,28
2019,2927705,34
2019,2927903,16
2019,2928000,47
2019,2928109,41
2019,2928406,49
2019,2928604,78
2019,2928703,92
2019,2928802,50
2019,2928901,44
2019,2928950,13
2019,2929008,18
2019,2929057,14
2019,2929107,23
2019,2929206,57
2019,2929255,29
2019,2929305,32
2019,2929404,19
2019,2929602,31
2019,2929701,41
2019,2929800,15
2019,2929909,56
2019,2930105,87
2019,2930154,41
2019,2930303,26
2019,2930402,23
2019,2930501,98
2019,2930600,12
2019,2930709,115
2019,2930774,24
2019,2930808,19
2019,2931004,29
2019,2931053,23
2019,2931301,23
2019,2931350,107
2019,2931806,32
2019,2931905,67
2019,2932002,36
2019,2932408,20
2019,2932457,13
2019,2932705,43
2019,2932804,26
2019,2932903,158
2019,2933059,18
2019,2933208,54
2019,2933257,15
2019,2933307,262
2019,2933406,11
2019,2933455,28
2019,2933505,56
2019,2933604,129
2019,3100203,23
2019,3100302,17
2019,3100500,16
2019,3100609,20
2019,3100906,23
2019,3101003,17
2019,3101102,28
2019,3101508,32
2019,3101607,57
2019,3101706,44
2019,3101805,10
2019,3101904,14
2019,3102050,4
2019,3102100,11
2019,3102209,11
2019,3102308,11
2019,3102407,7
2019,3102803,8
2019,3102852,4
2019,3102902,15
2019,3103207,4
2019,3103405,44
2019,3103504,72
2019,3103702,10
2019,3103751,7
2019,3104007,76
2019,3104106,5
2019,3104205,28
2019,3104502,26
2019,3104700,21
2019,3104809,3
2019,3104908,18
2019,3105103,21
2019,3105400,25
2019,3105608,83
2019,3106200,1461
2019,3106507,27
2019,3106705,238
2019,3106804,8
2019,3106903,14
2019,3107109,25
2019,3107307,47
2019,3107406,36
2019,3107802,10
2019,3108008,14
2019,3108255,18
2019,3108404,14
2019,3108503,12
2019,3108602,32
2019,3108800,5
2019,3109006,28
2019,3109204,9
2019,3109303,27
2019,3109402,28
2019,3109451,7
2019,3110004,31
2019,3110509,21
2019,3110608,24
2019,3110707,10
2019,3111002,17
2019,3111101,17
2019,3111200,30
2019,3111309,11
2019,3111507,13
2019,3112000,9
2019,3112109,10
2019,3112307,30
2019,3112505,8
2019,3112703,17
2019,3112802,11
2019,3112901,12
2019,3113008,34
2019,3113206,17
2019,3113305,41
2019,3113404,79
2019,3113800,6
2019,3113909,12
2019,3114006,10
2019,3114303,26
2019,3114402,16
2019,3114501,11
2019,3115300,46
2019,3115359,6
2019,3115508,18
2019,3115805,6
2019,3116100,23
2019,3116159,18
2019,3116506,7
2019,3116803,14
2019,3117009,14
2019,3117207,3
2019,3117306,15
2019,3117405,9
2019,3117504,26
2019,3117603,7
2019,3117836,20
2019,3117876,7
2019,3117900,5
2019,3118007,46
2019,3118106,4
