ano,id_municipio,numero_obitos
2019,4206603,38
2019,4206652,32
2019,4206702,135
2019,4206751,15
2019,4206801,30
2019,4206900,144
2019,4207007,285
2019,4207106,80
2019,4207205,111
2019,4207304,362
2019,4207403,44
2019,4207502,359
2019,4207577,24
2019,4207601,63
2019,4207650,60
2019,4207684,43
2019,4207700,52
2019,4207759,28
2019,4207809,67
2019,4207858,13
2019,4207908,68
2019,4208005,34
2019,4208104,153
2019,4208203,1221
2019,4208302,304
2019,4208401,98
2019,4208450,157
2019,4208500,177
2019,4208609,30
2019,4208708,67
2019,4208807,147
2019,4208906,776
2019,4208955,12
2019,4209003,172
2019,4209102,3143
2019,4209151,37
2019,4209177,11
2019,4209201,21
2019,4209300,1359
2019,4209409,393
2019,4209458,12
2019,4209508,32
2019,4209607,108
2019,4209706,87
2019,4209805,23
2019,4209854,42
2019,4209904,70
2019,4210001,64
2019,4210035,59
2019,4210050,13
2019,4210100,410
2019,4210209,20
2019,4210308,57
2019,4210407,52
2019,4210506,157
2019,4210555,10
2019,4210605,111
2019,4210704,13
2019,4210803,48
2019,4210852,21
2019,4210902,29
2019,4211009,67
2019,4211058,57
2019,4211108,73
2019,4211207,98
2019,4211256,21
2019,4211306,439
2019,4211405,32
2019,4211454,26
2019,4211504,87
2019,4211603,92
2019,4211652,9
2019,4211702,161
2019,4211751,84
2019,4211801,43
2019,4211850,11
2019,4211876,8
2019,4211892,13
2019,4211900,879
2019,4212007,45
2019,4212056,21
2019,4212106,107
2019,4212205,129
2019,4212239,41
2019,4212254,43
2019,4212270,25
2019,4212304,40
2019,4212403,27
2019,4212502,211
2019,4212601,22
2019,4212650,80
2019,4212700,55
2019,4212809,170
2019,4212908,88
2019,4213005,30
2019,4213104,38
2019,4213153,17
2019,4213203,227
2019,4213302,34
2019,4213351,28
2019,4213401,78
2019,4213500,103
2019,4213609,254
2019,4213708,106
2019,4213807,62
2019,4213906,8
2019,4214003,118
2019,4214102,16
2019,4214151,28
2019,4214201,60
2019,4214300,17
2019,4214409,34
2019,4214508,46
2019,4214607,73
2019,4214706,66
2019,4214805,395
2019,4214904,26
2019,4215000,283
2019,4215059,17
2019,4215075,29
2019,4215109,98
2019,4215208,41
2019,4215307,46
2019,4215356,21
2019,4215406,21
2019,4215455,56
2019,4215505,117
2019,4215554,19
2019,4215604,11
2019,4215653,60
2019,4215679,50
2019,4215687,16
2019,4215695,10
2019,4215703,157
2019,4215752,10
2019,4215802,478
2019,4215901,27
2019,4216008,80
2019,4216057,27
2019,4216107,80
2019,4216206,367
2019,4216255,49
2019,4216305,166
2019,4216354,26
2019,4216404,48
2019,4216503,220
2019,4216602,1383
2019,4216701,94
2019,4216800,67
2019,4216909,46
2019,4217006,59
2019,4217105,33
2019,4217154,12
2019,4217204,224
2019,4217253,32
2019,4217303,59
2019,4217402,97
2019,4217501,107
2019,4217550,23
2019,4217600,98
2019,4217709,171
2019,4217758,13
2019,4217808,132
2019,4217907,56
2019,4217956,13
2019,4218004,256
2019,4218103,38
2019,4218202,247
2019,4218251,41
2019,4218301,124
2019,4218350,21
2019,4218400,39
2019,4218509,49
2019,4218608,39
2019,4218707,793
2019,4218756,38
2019,4218806,88
2019,4218855,17
2019,4218905,76
2019,4218954,14
2019,4219002,160
2019,4219101,24
2019,4219150,18
2019,4219176,24
2019,4219200,49
2019,4219309,322
2019,4219358,39
2019,4219408,22
2019,4219507,289
2019,4219606,19
2019,4219705,189
2019,4219853,25
2019,4220000,138
2019,2700102,122
2019,2700201,111
2019,2700300,1603
2019,2700409,274
2019,2700508,94
2019,2700607,48
2019,2700706,95
2019,2700805,48
2019,2700904,33
2019,2701001,180
2019,2701100,47
2019,2701209,85
2019,2701308,135
2019,2701357,36
2019,2701407,190
2019,2701506,50
2019,2701605,104
2019,2701704,106
2019,2701803,42
2019,2701902,23
2019,2702009,81
2019,2702108,133
2019,2702207,44
2019,2702306,329
2019,2702355,157
2019,2702405,377
2019,2702504,65
2019,2702553,123
2019,2702603,127
2019,2702702,34
2019,2702801,60
2019,2702900,198
2019,2703007,119
2019,2703106,191
2019,2703205,130
2019,2703304,109
2019,2703403,42
2019,2703502,35
2019,2703601,53
2019,2703700,28
2019,2703759,58
2019,2703809,116
2019,2703908,24
2019,2704005,158
2019,2704104,129
2019,2704203,162
2019,2704302,6107
2019,2704401,121
2019,2704500,171
2019,2704609,57
2019,2704708,291
2019,2704807,99
2019,2704906,24
2019,2705002,100
2019,2705101,179
2019,2705200,91
2019,2705309,32
2019,2705408,52
2019,2705507,163
2019,2705606,75
2019,2705705,130
2019,2705804,44
2019,2705903,38
2019,2706000,61
2019,2706109,55
2019,2706208,28
2019,2706307,556
2019,2706406,144
2019,2706422,81
2019,2706448,82
2019,2706505,68
2019,2706604,52
2019,2706703,398
2019,2706802,143
2019,2706901,228
2019,2707008,17
2019,2707107,118
2019,2707206,58
2019,2707305,159
2019,2707404,39
2019,2707503,111
2019,2707602,86
2019,2707701,554
2019,2707800,31
2019,2707909,48
2019,2708006,324
2019,2708105,75
2019,2708204,34
2019,2708303,164
2019,2708402,181
2019,2708501,162
2019,2708600,338
2019,2708709,48
2019,2708808,185
2019,2708907,101
2019,2708956,75
2019,2709004,43
2019,2709103,147
2019,2709152,262
2019,2709202,130
2019,2709301,437
2019,2709400,181
2019,3200102,220
2019,3200136,73
2019,3200169,101
2019,3200201,242
2019,3200300,85
2019,3200359,31
2019,3200409,179
2019,3200508,61
2019,3200607,507
2019,3200706,71
2019,3200805,222
2019,3200904,290
2019,3201001,126
2019,3201100,82
2019,3201159,64
2019,3201209,1342
2019,3201308,2480
2019,3201407,246
2019,3201506,832
2019,3201605,170
2019,3201704,86
2019,3201803,7
2019,3201902,224
2019,3202009,43
2019,3202108,191
2019,3202207,127
2019,3202256,66
2019,3202306,231
2019,3202405,806
2019,3202454,164
2019,3202504,65
2019,3202553,65
2019,3202603,82
2019,3202652,66
2019,3202702,117
2019,3202801,286
2019,3202900,103
2019,3203007,190
2019,3203056,144
2019,3203106,103
2019,3203130,113
2019,3203163,86
2019,3203205,900
2019,3203304,110
2019,3203320,277
2019,3203346,76
2019,3203353,77
2019,3203403,197
2019,3203502,159
2019,3203601,53
2019,3203700,127
2019,3203809,105
2019,3203908,326
2019,3204005,140
2019,3204054,132
2019,3204104,194
2019,3204203,140
2019,3204252,58
2019,3204302,87
2019,3204351,89
2019,3204401,82
2019,3204500,88
2019,3204559,258
2019,3204609,176
2019,3204658,77
2019,3204708,220
2019,3204807,118
2019,3204906,707
2019,3204955,79
2019,3205002,2559
2019,3205010,150
2019,3205036,105
2019,3205069,137
2019,3205101,384
2019,3205150,61
2019,3205176,77
2019,3205200,2940
2019,3205309,2152
2019,5100102,33
2019,5100201,112
2019,5100250,330
2019,5100300,97
2019,5100359,11
2019,5100409,53
2019,5100508,66
2019,5100607,40
2019,5100805,46
2019,5101001,19
2019,5101209,6
2019,5101258,94
2019,5101308,78
2019,5101407,92
2019,5101605,34
2019,5101704,179
2019,5101803,434
2019,5101852,25
2019,5101902,87
2019,5102504,584
2019,5102603,102
2019,5102637,126
2019,5102678,173
2019,5102686,20
2019,5102694,20
2019,5102702,115
2019,5102793,58
2019,5102850,48
2019,5103007,107
2019,5103056,58
2019,5103106,23
2019,5103205,223
2019,5103254,105
2019,5103304,98
2019,5103353,123
2019,5103361,13
2019,5103379,53
2019,5103403,3466
2019,5103437,48
2019,5103452,38
2019,5103502,121
2019,5103601,54
2019,5103700,46
2019,5103809,25
2019,5103858,29
2019,5103908,39
2019,5103957,18
2019,5104104,175
2019,5104203,95
2019,5104500,17
2019,5104526,22
2019,5104542,27
2019,5104559,31
2019,5104609,50
2019,5104807,174
2019,5104906,57
2019,5105002,75
2019,5105101,206
2019,5105150,271
2019,5105176,46
2019,5105200,67
2019,5105234,24
2019,5105259,252
2019,5105309,16
2019,5105507,70
2019,5105580,49
2019,5105606,94
2019,5105622,181
2019,5105903,115
2019,5106000,45
2019,5106109,75
2019,5106158,61
2019,5106174,15
2019,5106182,38
2019,5106190,21
2019,5106208,22
2019,5106216,59
2019,5106224,134
2019,5106232,88
2019,5106240,49
2019,5106257,135
2019,5106265,30
2019,5106273,30
2019,5106281,34
2019,5106299,67
2019,5106307,119
2019,5106315,14
2019,5106372,129
2019,5106422,193
2019,5106455,19
2019,5106505,232
2019,5106653,42
2019,5106703,13
2019,5106752,237
2019,5106778,61
2019,5106802,35
2019,5106828,59
2019,5106851,21
2019,5107008,137
2019,5107040,315
2019,5107065,65
2019,5107107,118
2019,5107156,17
2019,5107180,53
2019,5107198,16
2019,5107206,40
2019,5107248,15
2019,5107263,12
2019,5107297,25
2019,5107305,106
2019,5107354,33
2019,5107404,24
2019,5107578,11
2019,5107602,1348
2019,5107701,101
2019,5107743,5
2019,5107750,28
2019,5107768,7
2019,5107776,29
2019,5107792,13
2019,5107800,108
2019,5107859,49
2019,5107875,86
2019,5107883,5
2019,5107909,686
2019,5107925,397
2019,5107941,39
2019,5107958,488
2019,5108006,58
2019,5108055,75
2019,5108105,11
2019,5108204,29
2019,5108303,14
2019,5108352,11
2019,5108402,1571
2019,5108501,45
2019,5108600,81
2019,5108808,29
2019,5108857,14
2019,5108907,22
2019,5108956,41
2019,5200050,76
2019,5200100,102
2019,5200134,154
2019,5200159,18
2019,5200175,12
2019,5200209,12
2019,5200258,705
2019,5200308,208
2019,5200506,22
2019,5200555,21
2019,5200605,35
2019,5200803,40
2019,5200829,8
2019,5200852,40
2019,5200902,23
2019,5201108,2638
2019,5201207,8
2019,5201306,144
2019,5201405,2682
2019,5201454,15
2019,5201504,23
2019,5201603,40
2019,5201702,169
2019,5201801,87
2019,5202155,63
2019,5202353,26
2019,5202502,55
2019,5202601,32
2019,5202809,16
2019,5203104,20
2019,5203203,64
2019,5203302,211
2019,5203401,83
2019,5203500,145
2019,5203559,69
2019,5203575,15
2019,5203609,26
2019,5203807,43
2019,5203906,74
2019,5203939,16
2019,5203962,13
2019,5204003,40
2019,5204102,71
2019,5204201,17
2019,5204250,57
2019,5204300,106
2019,5204409,125
2019,5204508,502
2019,5204557,23
2019,5204607,29
2019,5204656,15
2019,5204706,67
2019,5204805,37
2019,5204854,39
2019,5204904,120
2019,5204953,37
2019,5205000,67
2019,5205059,33
2019,5205109,595
2019,5205208,35
2019,5205307,48
2019,5205406,136
2019,5205455,49
2019,5205471,32
2019,5205497,286
2019,5205513,126
2019,5205521,16
2019,5205703,9
2019,5205802,67
2019,5205901,61
2019,5206206,286
2019,5206305,36
2019,5206404,99
2019,5206503,36
2019,5206602,28
2019,5206701,21
2019,5206800,23
2019,5206909,17
2019,5207105,13
2019,5207253,58
2019,5207352,35
2019,5207402,82
2019,5207501,26
2019,5207535,39
2019,5207600,53
2019,5207808,103
2019,5207907,44
2019,5208004,625
2019,5208103,43
2019,5208152,15
2019,5208301,37
2019,5208400,110
2019,5208509,35
2019,5208608,456
2019,5208707,8996
2019,5208806,279
2019,5208905,187
2019,5209101,246
2019,5209150,48
2019,5209200,108
2019,5209291,26
2019,5209408,34
2019,5209457,14
2019,5209606,23
2019,5209705,145
2019,5209804,21
2019,5209903,67
2019,5209937,33
2019,5209952,82
2019,5210000,465
2019,5210109,183
2019,5210158,19
2019,5210208,319
2019,5210307,22
2019,5210406,272
2019,5210562,41
2019,5210604,40
2019,5210802,28
2019,5210901,132
2019,5211008,62
2019,5211206,237
2019,5211305,26
2019,5211404,68
2019,5211503,767
2019,5211602,13
2019,5211701,33
2019,5211800,301
2019,5211909,630
2019,5212006,28
2019,5212055,18
2019,5212105,56
2019,5212204,151
2019,5212253,7
2019,5212303,51
2019,5212501,1049
2019,5212600,24
2019,5212709,39
2019,5212808,95
2019,5212907,19
2019,5212956,35
2019,5213004,72
2019,5213053,13
2019,5213087,190
2019,5213103,363
2019,5213400,12
2019,5213509,32
2019,5213707,58
2019,5213756,57
2019,5213772,22
2019,5213806,330
2019,5213855,15
2019,5213905,35
2019,5214002,96
2019,5214051,40
2019,5214101,25
2019,5214408,60
2019,5214507,179
2019,5214606,260
2019,5214705,13
2019,5214804,19
2019,5214838,73
2019,5214861,76
2019,5214879,12
2019,5214903,12
2019,5215009,59
2019,5215207,30
2019,5215231,392
2019,5215256,15
2019,5215306,105
2019,5215405,27
2019,5215504,38
2019,5215603,159
2019,5215652,15
2019,5215702,177
2019,5215801,31
2019,5215900,26
2019,5216007,23
2019,5216304,64
2019,5216403,88
2019,5216452,9
2019,5216809,67
2019,5216908,26
2019,5217104,207
2019,5217203,91
2019,5217302,184
2019,5217401,221
2019,5217609,440
2019,5217708,154
2019,5218003,319
2019,5218052,30
2019,5218102,13
2019,5218300,193
2019,5218391,21
2019,5218508,342
2019,5218607,90
2019,5218706,40
2019,5218789,21
2019,5218805,1106
2019,5218904,154
2019,5219001,69
2019,5219100,46
2019,5219209,19
2019,5219258,30
2019,5219308,271
2019,5219357,25
2019,5219407,45
2019,5219456,17
2019,5219506,26
2019,5219605,19
2019,5219704,82
2019,5219712,28
2019,5219738,43
2019,5219753,289
2019,5219803,53
2019,5219902,43
2019,5220009,57
2019,5220058,12
2019,5220108,235
2019,5220157,49
2019,5220207,152
2019,5220264,61
2019,5220280,14
2019,5220405,147
2019,5220454,652
2019,5220504,44
2019,5220603,132
2019,5220686,41
2019,5220702,8
2019,5221007,31
2019,5221080,14
2019,5221197,40
2019,5221304,16
2019,5221403,782
2019,5221452,32
2019,5221502,45
2019,5221551,25
2019,5221577,16
2019,5221601,289
2019,5221700,85
2019,5221809,26
2019,5221858,609
2019,5221908,27
2019,5222005,88
2019,5222054,41
2019,5222203,19
2019,5222302,39
2019,2100055,600
2019,2100105,19
2019,2100154,43
2019,2100204,83
2019,2100303,102
2019,2100402,37
2019,2100436,139
2019,2100477,141
2019,2100501,66
2019,2100550,33
2019,2100600,208
2019,2100709,98
2019,2100808,56
2019,2100832,74
2019,2100873,18
2019,2100907,193
2019,2100956,153
2019,2101004,153
2019,2101103,49
2019,2101202,636
2019,2101251,77
2019,2101301,93
2019,2101350,33
2019,2101400,536
2019,2101509,107
2019,2101608,430
2019,2101707,268
2019,2101731,26
2019,2101772,66
2019,2101806,27
2019,2101905,101
2019,2101939,25
2019,2101970,22
2019,2102002,188
2019,2102036,148
2019,2102077,55
2019,2102101,160
2019,2102150,25
2019,2102200,132
2019,2102309,139
2019,2102325,299
2019,2102358,84
2019,2102374,33
2019,2102408,44
2019,2102507,82
2019,2102556,81
2019,2102606,80
2019,2102705,76
2019,2102754,55
2019,2102804,143
2019,2102903,92
2019,2103000,903
2019,2103109,55
2019,2103125,36
2019,2103158,33
2019,2103174,53
2019,2103208,445
2019,2103257,75
2019,2103307,691
2019,2103406,274
2019,2103505,174
2019,2103554,47
2019,2103604,353
2019,2103703,181
2019,2103752,86
2019,2103802,105
2019,2103901,67
2019,2104008,119
2019,2104057,177
2019,2104073,49
2019,2104081,47
2019,2104099,89
2019,2104107,55
2019,2104206,85
2019,2104305,25
2019,2104404,85
2019,2104503,63
2019,2104552,96
2019,2104602,86
2019,2104628,37
2019,2104651,43
2019,2104677,87
2019,2104701,35
2019,2104800,341
2019,2104909,76
2019,2105005,102
2019,2105104,101
2019,2105153,79
2019,2105203,62
2019,2105302,1683
2019,2105351,52
2019,2105401,319
2019,2105427,111
2019,2105450,26
2019,2105476,64
2019,2105500,152
2019,2105609,97
2019,2105658,18
2019,2105708,253
2019,2105807,60
2019,2105906,84
2019,2105922,57
2019,2105948,60
2019,2105963,61
2019,2105989,32
2019,2106003,77
2019,2106102,64
2019,2106201,25
2019,2106300,70
2019,2106326,94
2019,2106359,19
2019,2106375,62
2019,2106409,65
2019,2106508,114
2019,2106607,145
2019,2106631,29
2019,2106672,18
2019,2106706,78
2019,2106755,112
2019,2106805,78
2019,2106904,149
2019,2107001,62
2019,2107100,50
2019,2107209,57
2019,2107258,25
2019,2107308,20
2019,2107357,89
2019,2107407,78
2019,2107456,58
2019,2107506,511
2019,2107605,81
2019,2107704,116
2019,2107803,168
2019,2107902,98
2019,2108009,104
2019,2108058,68
2019,2108108,120
2019,2108207,285
2019,2108256,86
2019,2108306,170
2019,2108405,57
2019,2108454,141
2019,2108504,227
2019,2108603,487
2019,2108702,106
2019,2108801,106
2019,2108900,112
2019,2109007,140
2019,2109056,27
2019,2109106,259
2019,2109205,53
2019,2109239,23
2019,2109270,86
2019,2109304,55
2019,2109403,25
2019,2109452,133
2019,2109502,119
2019,2109551,33
2019,2109601,246
2019,2109700,25
2019,2109759,28
2019,2109809,156
2019,2109908,546
2019,2110005,307
2019,2110039,113
2019,2110104,112
2019,2110203,174
2019,2110237,28
2019,2110278,37
2019,2110302,80
2019,2110401,95
2019,2110500,188
2019,2110609,122
2019,2110658,45
2019,2110708,172
2019,2110807,34
2019,2110856,47
2019,2110906,63
2019,2111003,119
2019,2111029,66
2019,2111052,62
2019,2111078,87
2019,2111102,172
2019,2111201,942
2019,2111250,35
2019,2111300,5613
2019,2111409,111
2019,2111508,223
2019,2111532,75
2019,2111573,18
2019,2111607,114
2019,2111631,37
2019,2111672,19
2019,2111706,89
2019,2111722,28
2019,2111748,45
2019,2111763,132
2019,2111789,21
2019,2111805,80
2019,2111904,65
2019,2111953,42
2019,2112001,41
2019,2112100,128
2019,2112209,1034
2019,2112233,147
2019,2112274,31
2019,2112308,186
2019,2112407,140
2019,2112456,76
2019,2112506,273
2019,2112605,100
2019,2112704,213
2019,2112803,312
2019,2112852,59
2019,2112902,164
2019,2113009,182
2019,2114007,278
2019,1300029,52
2019,1300060,28
2019,1300086,35
2019,1300102,44
2019,1300144,63
2019,1300201,58
2019,1300300,135
2019,1300409,62
2019,1300508,132
2019,1300607,169
2019,1300631,64
2019,1300680,64
2019,1300706,145
2019,1300805,117
2019,1300839,40
2019,1300904,51
2019,1301001,123
2019,1301100,137
2019,1301159,53
2019,1301209,331
2019,1301308,79
2019,1301407,176
2019,1301506,66
2019,1301605,95
2019,1301654,60
2019,1301704,192
2019,1301803,65
2019,1301852,225
2019,1301902,429
2019,1301951,24
2019,1302009,47
2019,1302108,26
2019,1302207,22
2019,1302306,63
2019,1302405,174
2019,1302504,383
2019,1302553,73
2019,1302603,11339
2019,1302702,181
2019,1302801,30
2019,1302900,234
2019,1303007,69
2019,1303106,99
2019,1303205,67
2019,1303304,83
2019,1303403,459
2019,1303502,57
2019,1303536,120
2019,1303569,103
2019,1303601,45
2019,1303700,82
2019,1303809,252
2019,1303908,103
2019,1303957,26
2019,1304005,39
2019,1304062,302
2019,1304104,58
2019,1304203,274
2019,1304237,39
2019,1304260,39
2019,1304302,71
2019,1304401,48
2019,1600055,17
2019,1600105,22
2019,1600154,39
2019,1600204,39
2019,1600212,20
2019,1600238,34
2019,1600253,11
2019,1600279,189
2019,1600303,2312
2019,1600402,77
2019,1600501,80
2019,1600535,54
2019,1600550,9
2019,1600600,545
2019,1600709,40
2019,1600808,36
2019,2800100,29
2019,2800209,143
2019,2800308,3702
2019,2800407,55
2019,2800506,103
2019,2800605,162
2019,2800670,150
2019,2800704,48
2019,2801009,134
2019,2801108,30
2019,2801207,147
2019,2801306,216
2019,2801405,152
2019,2801504,88
2019,2801603,39
2019,2801702,115
2019,2801900,24
2019,2802007,28
2019,2802106,471
2019,2802205,39
2019,2802304,100
2019,2802403,65
2019,2802502,17
2019,2802601,46
2019,2802700,51
2019,2802809,84
2019,2802908,622
2019,2803005,225
2019,2803104,39
2019,2803203,178
2019,2803302,93
2019,2803401,84
2019,2803500,635
2019,2803609,182
2019,2803708,37
2019,2803807,26
2019,2803906,69
2019,2804003,109
2019,2804102,67
2019,2804201,84
2019,2804300,58
2019,2804409,130
2019,2804458,51
2019,2804508,207
2019,2804607,138
2019,2804706,40
2019,2804805,948
2019,2804904,77
2019,2805000,22
2019,2805109,55
2019,2805208,38
2019,2805307,49
2019,2805406,156
2019,2805505,193
2019,2805604,200
2019,2805703,202
2019,2805802,118
2019,2805901,69
2019,2806008,125
2019,2806107,50
2019,2806206,120
2019,2806305,82
2019,2806404,61
2019,2806503,28
2019,2806602,75
2019,2806701,491
2019,2806800,75
2019,2806909,23
2019,2807006,22
2019,2807105,292
2019,2807204,36
2019,2807303,19
2019,2807402,301
2019,2807501,70
2019,2807600,159
2019,4300034,27
2019,4300059,12
2019,4300109,148
2019,4300208,57
2019,4300307,80
2019,4300406,682
2019,4300455,40
2019,4300471,14
2019,4300505,78
2019,4300554,8
2019,4300570,34
2019,4300604,1467
2019,4300638,54
2019,4300646,54
2019,4300661,8
2019,4300703,58
2019,4300802,93
2019,4300851,34
2019,4300877,51
2019,4300901,65
2019,4301008,170
2019,4301057,81
2019,4301073,31
2019,4301107,119
2019,4301206,100
2019,4301305,166
2019,4301404,82
2019,4301503,65
2019,4301552,36
2019,4301602,1137
2019,4301636,134
2019,4301651,43
2019,4301701,51
2019,4301750,41
2019,4301800,56
2019,4301859,27
2019,4301875,29
2019,4301909,104
2019,4301925,15
2019,4301958,23
2019,4302006,111
2019,4302055,18
2019,4302105,796
2019,4302154,17
2019,4302204,43
2019,4302220,19
2019,4302238,15
2019,4302253,25
2019,4302303,102
2019,4302352,71
2019,4302378,15
2019,4302402,111
2019,4302451,65
2019,4302501,65
2019,4302584,21
2019,4302600,28
2019,4302659,59
2019,4302709,180
2019,4302808,388
2019,4302907,100
2019,4303004,884
2019,4303103,862
2019,4303202,27
2019,4303301,48
2019,4303400,38
2019,4303509,564
2019,4303558,27
2019,4303608,47
2019,4303673,24
2019,4303707,67
2019,4303806,56
2019,4303905,415
2019,4304002,44
2019,4304101,37
2019,4304200,295
