id_municipio,ano,familias_beneficiarias
2514404,2019,687
2514453,2019,1128
2514503,2019,3069
2514552,2019,609
2514602,2019,640
2514651,2019,269
2514701,2019,568
2514800,2019,576
2514909,2019,1063
2515005,2019,1485
2515104,2019,1512
2515203,2019,514
2515302,2019,9773
2515401,2019,2036
2515500,2019,2321
2515609,2019,353
2515708,2019,559
2515807,2019,1343
2515906,2019,1057
2515930,2019,539
2515971,2019,1629
2516003,2019,4517
2516102,2019,1992
2516151,2019,756
2516201,2019,11518
2516300,2019,2853
2516409,2019,1484
2516508,2019,2875
2516607,2019,2395
2516706,2019,2876
2516755,2019,405
2516805,2019,1622
2516904,2019,1902
2517001,2019,1412
2517100,2019,324
2517209,2019,789
2517407,2019,360
2600054,2019,17113
2600104,2019,4909
2600203,2019,4547
2600302,2019,4229
2600401,2019,4282
2600500,2019,9810
2600609,2019,2560
2600708,2019,6628
2600807,2019,4466
2600906,2019,3100
2601003,2019,2013
2601052,2019,3635
2601102,2019,16310
2601201,2019,7954
2601300,2019,2021
2601409,2019,8682
2601508,2019,2492
2601607,2019,4602
2601706,2019,11745
2601805,2019,2277
2601904,2019,12413
2602001,2019,7692
2602100,2019,7787
2602209,2019,7894
2602308,2019,7317
2602407,2019,1785
2602506,2019,1390
2602605,2019,8559
2602704,2019,2741
2602803,2019,9368
2602902,2019,21909
2603009,2019,6675
2603108,2019,3295
2603207,2019,5034
2603306,2019,1710
2603405,2019,1397
2603454,2019,11754
2603504,2019,3802
2603603,2019,1515
2603702,2019,3573
2603801,2019,3086
2603900,2019,2472
2603926,2019,2408
2604007,2019,10537
2604106,2019,30052
2604155,2019,2725
2604205,2019,8775
2604304,2019,1700
2604403,2019,2464
2604502,2019,4062
2604601,2019,2767
2604700,2019,3680
2604809,2019,2349
2604908,2019,3942
2605004,2019,3571
2605103,2019,6694
2605152,2019,2079
2605202,2019,11663
2605301,2019,6721
2605400,2019,5304
2605459,2019,2
2605509,2019,1535
2605608,2019,4043
2605707,2019,5184
2605806,2019,3375
2605905,2019,4497
2606002,2019,17571
2606101,2019,4623
2606200,2019,9484
2606309,2019,1532
2606408,2019,13091
2606507,2019,3890
2606606,2019,5002
2606705,2019,1296
2606804,2019,14514
2606903,2019,2211
2607000,2019,5067
2607109,2019,830
2607208,2019,12540
2607307,2019,5231
2607406,2019,851
2607505,2019,5077
2607604,2019,3681
2607653,2019,4719
2607703,2019,2553
2607752,2019,3427
2607802,2019,2080
2607901,2019,62419
2607950,2019,1896
2608008,2019,4135
2608057,2019,2147
2608107,2019,4198
2608206,2019,2973
2608255,2019,1814
2608305,2019,2434
2608404,2019,2966
2608453,2019,2732
2608503,2019,2589
2608602,2019,2254
2608701,2019,3239
2608750,2019,3606
2608800,2019,6512
2608909,2019,8113
2609006,2019,2887
2609105,2019,2122
2609154,2019,3962
2609204,2019,2210
2609303,2019,2347
2609402,2019,9487
2609501,2019,3129
2609600,2019,32773
2609709,2019,3524
2609808,2019,3408
2609907,2019,11446
2610004,2019,10118
2610103,2019,1759
2610202,2019,3967
2610301,2019,2726
2610400,2019,2969
2610509,2019,5047
2610608,2019,9482
2610707,2019,34309
2610806,2019,4954
2610905,2019,13240
2611002,2019,5076
2611101,2019,29305
2611200,2019,2656
2611309,2019,5432
2611408,2019,2418
2611507,2019,3719
2611533,2019,1119
2611606,2019,91523
2611705,2019,4091
2611804,2019,5892
2611903,2019,3029
2612000,2019,2344
2612109,2019,1302
2612208,2019,6957
2612307,2019,2705
2612406,2019,3567
2612455,2019,2304
2612471,2019,1683
2612505,2019,13036
2612554,2019,2461
2612604,2019,8892
2612703,2019,2840
2612802,2019,1721
2612901,2019,1938
2613008,2019,7255
2613107,2019,5265
2613206,2019,4148
2613305,2019,4469
2613404,2019,2662
2613503,2019,6020
2613602,2019,5214
2613701,2019,11935
2613800,2019,2569
2613909,2019,9199
2614006,2019,2912
2614105,2019,5859
2614204,2019,4562
2614303,2019,2307
2614402,2019,843
2614501,2019,10252
2614600,2019,5235
2614709,2019,2954
2614808,2019,3161
2614857,2019,2923
2615003,2019,3395
2615102,2019,1171
2615201,2019,1502
2615300,2019,5082
2615409,2019,4482
2615508,2019,2271
2615607,2019,5065
2615706,2019,1941
2615805,2019,4861
2615904,2019,1522
2616001,2019,2921
2616100,2019,1320
2616183,2019,1714
2616209,2019,2750
2616308,2019,3623
2616407,2019,23099
2616506,2019,2599
2700102,2019,2856
2700201,2019,2687
2700300,2019,18997
2700409,2019,7612
2700508,2019,3950
2700607,2019,1257
2700706,2019,3336
2700805,2019,892
2700904,2019,1305
2701001,2019,3743
2701100,2019,1952
2701209,2019,2070
2701308,2019,3534
2701357,2019,1445
2701407,2019,6055
2701506,2019,2299
2701605,2019,4389
2701704,2019,2195
2701803,2019,1715
2701902,2019,1248
2702009,2019,1532
2702108,2019,4167
2702207,2019,717
2702306,2019,5216
2702355,2019,3872
2702405,2019,6245
2702504,2019,1850
2702553,2019,2509
2702603,2019,4213
2702702,2019,667
2702801,2019,2091
2702900,2019,5630
2703007,2019,2358
2703106,2019,4895
2703205,2019,3439
2703304,2019,2722
2703403,2019,1133
2703502,2019,1107
2703601,2019,1880
2703700,2019,990
2703759,2019,2242
2703809,2019,3422
2703908,2019,758
2704005,2019,3811
2704104,2019,3088
2704203,2019,4048
2704302,2019,57754
2704401,2019,3319
2704500,2019,4929
2704609,2019,2825
2704708,2019,7061
2704807,2019,1911
2704906,2019,643
2705002,2019,3524
2705101,2019,3467
2705200,2019,1693
2705309,2019,736
2705408,2019,1570
2705507,2019,4111
2705606,2019,1964
2705705,2019,2717
2705804,2019,1732
2705903,2019,1339
2706000,2019,2102
2706109,2019,2619
2706208,2019,897
2706307,2019,11235
2706406,2019,3604
2706422,2019,1745
2706448,2019,2222
2706505,2019,2047
2706604,2019,1265
2706703,2019,10131
2706802,2019,4161
2706901,2019,5418
2707008,2019,328
2707107,2019,3953
2707206,2019,2508
2707305,2019,5446
2707404,2019,1687
2707503,2019,4000
2707602,2019,2344
2707701,2019,10445
2707800,2019,1260
2707909,2019,855
2708006,2019,7925
2708105,2019,1778
2708204,2019,1086
2708303,2019,3290
2708402,2019,6200
2708501,2019,6521
2708600,2019,7866
2708709,2019,1267
2708808,2019,5817
2708907,2019,1587
2708956,2019,2301
2709004,2019,1035
2709103,2019,2527
2709152,2019,5209
2709202,2019,3805
2709301,2019,9357
2709400,2019,4170
2800100,2019,384
2800209,2019,2779
2800308,2019,30989
2800407,2019,1849
2800506,2019,2234
2800605,2019,2608
2800670,2019,4140
2800704,2019,1466
2801009,2019,2326
2801108,2019,981
2801207,2019,5118
2801306,2019,5871
2801405,2019,3871
2801504,2019,2577
2801603,2019,706
2801702,2019,3503
2801900,2019,786
2802007,2019,729
2802106,2019,8931
2802205,2019,1182
2802304,2019,2488
2802403,2019,2528
2802502,2019,429
2802601,2019,1626
2802700,2019,1702
2802809,2019,2580
2802908,2019,10334
2803005,2019,7489
2803104,2019,824
2803203,2019,5022
2803302,2019,2749
2803401,2019,3711
2803500,2019,16321
2803609,2019,3208
2803708,2019,1394
2803807,2019,545
2803906,2019,2220
2804003,2019,2237
2804102,2019,1114
2804201,2019,3406
2804300,2019,1361
2804409,2019,3013
2804458,2019,1449
2804508,2019,7180
2804607,2019,4905
2804706,2019,1092
2804805,2019,24256
2804904,2019,2351
2805000,2019,672
2805109,2019,1633
2805208,2019,1072
2805307,2019,1677
2805406,2019,6810
2805505,2019,4163
2805604,2019,5476
2805703,2019,3713
2805802,2019,3461
2805901,2019,1824
2806008,2019,2136
2806107,2019,1738
2806206,2019,3147
2806305,2019,2645
2806404,2019,1766
2806503,2019,693
2806602,2019,2361
2806701,2019,12586
2806800,2019,1633
2806909,2019,560
2807006,2019,731
2807105,2019,10429
2807204,2019,1407
2807303,2019,712
2807402,2019,8256
2807501,2019,2217
2807600,2019,3802
2900108,2019,1623
2900207,2019,4013
2900306,2019,2887
2900355,2019,3198
2900405,2019,2770
2900504,2019,1251
2900603,2019,663
2900702,2019,21198
2900801,2019,3224
2900900,2019,1253
2901007,2019,4981
2901106,2019,3220
2901155,2019,2558
2901205,2019,4444
2901304,2019,2765
2901353,2019,2518
2901403,2019,2831
2901502,2019,1561
2901601,2019,2207
2901700,2019,2438
2901809,2019,1922
2901908,2019,2972
2901957,2019,1438
2902005,2019,2490
2902054,2019,2291
2902104,2019,9018
2902203,2019,1906
2902252,2019,2216
2902302,2019,1894
2902401,2019,2334
2902500,2019,2676
2902609,2019,3453
2902658,2019,2133
2902708,2019,8439
2902807,2019,3706
2902906,2019,5679
2903003,2019,2292
2903102,2019,913
2903201,2019,10812
2903235,2019,2565
2903276,2019,2454
2903300,2019,1366
2903409,2019,3023
2903508,2019,2689
2903607,2019,3701
2903706,2019,2833
2903805,2019,3904
2903904,2019,8339
2903953,2019,1740
2904001,2019,2132
2904050,2019,2802
2904100,2019,3312
2904209,2019,1829
2904308,2019,1784
2904407,2019,1419
2904506,2019,1992
2904605,2019,5750
2904704,2019,1984
2904753,2019,4264
2904803,2019,974
2904852,2019,3291
2904902,2019,5930
2905008,2019,1765
2905107,2019,2318
2905156,2019,2668
2905206,2019,5445
2905305,2019,3431
2905404,2019,2383
2905503,2019,3286
2905602,2019,3357
2905701,2019,28333
2905800,2019,5091
2905909,2019,4875
2906006,2019,12643
2906105,2019,1376
2906204,2019,4647
2906303,2019,5527
2906402,2019,1478
2906501,2019,7766
2906600,2019,2188
2906709,2019,4254
2906808,2019,7296
2906824,2019,3314
2906857,2019,1540
2906873,2019,3595
2906899,2019,1597
2906907,2019,3092
2907004,2019,1826
2907103,2019,5840
2907202,2019,13293
2907301,2019,4630
2907400,2019,609
2907509,2019,6612
2907558,2019,1176
2907608,2019,1991
2907707,2019,1966
2907806,2019,5438
2907905,2019,3258
2908002,2019,3816
2908101,2019,3153
2908200,2019,3148
2908309,2019,3238
2908408,2019,10049
2908507,2019,4480
2908606,2019,4212
2908705,2019,2538
2908804,2019,758
2908903,2019,6861
2909000,2019,1133
2909109,2019,2972
2909208,2019,4124
2909307,2019,4797
2909406,2019,2439
2909505,2019,862
2909604,2019,3996
2909703,2019,2114
2909802,2019,5901
2909901,2019,6469
2910008,2019,2100
2910057,2019,10255
2910107,2019,1642
2910206,2019,697
2910305,2019,1085
2910404,2019,3392
2910503,2019,4373
2910602,2019,3631
2910701,2019,10392
2910727,2019,8801
2910750,2019,3592
2910776,2019,855
2910800,2019,31443
2910859,2019,3829
2910909,2019,1107
2911006,2019,1626
2911105,2019,3820
2911204,2019,4764
2911253,2019,1160
2911303,2019,1685
2911402,2019,2378
2911501,2019,1602
2911600,2019,2858
2911659,2019,1117
2911709,2019,11058
2911808,2019,3246
2911857,2019,2054
2911907,2019,4716
2912004,2019,1291
2912103,2019,3746
2912202,2019,2651
2912301,2019,2811
2912400,2019,2974
2912509,2019,1784
2912608,2019,958
2912707,2019,3043
2912806,2019,1088
2912905,2019,3099
2913002,2019,2155
2913101,2019,3524
2913200,2019,3072
2913309,2019,1098
2913408,2019,2563
2913457,2019,2158
2913507,2019,4243
2913606,2019,17991
2913705,2019,5422
2913804,2019,2338
2913903,2019,7710
2914000,2019,7272
2914109,2019,1497
2914208,2019,1244
2914307,2019,1917
2914406,2019,4142
2914505,2019,6249
2914604,2019,9519
2914653,2019,5456
2914703,2019,8933
2914802,2019,16126
2914901,2019,3861
2915007,2019,3511
2915106,2019,2323
2915205,2019,2560
2915304,2019,1041
2915353,2019,2236
2915403,2019,1226
2915502,2019,2883
2915601,2019,8522
2915700,2019,1506
2915809,2019,3465
2915908,2019,1363
2916005,2019,2480
2916104,2019,4336
2916203,2019,1698
2916302,2019,1815
2916401,2019,5697
2916500,2019,6609
2916609,2019,1044
2916708,2019,1327
2916807,2019,2380
2916856,2019,2762
2916906,2019,2205
2917003,2019,6107
2917102,2019,2703
2917201,2019,2586
2917300,2019,4308
2917334,2019,1729
2917359,2019,1810
2917409,2019,2077
2917508,2019,10698
2917607,2019,4180
2917706,2019,4217
2917805,2019,3804
2917904,2019,1822
2918001,2019,12439
2918100,2019,7441
2918209,2019,2543
2918308,2019,2727
2918357,2019,3497
2918407,2019,27873
2918456,2019,1504
2918506,2019,2483
2918555,2019,1402
2918605,2019,992
2918704,2019,573
2918753,2019,1773
2918803,2019,3554
2918902,2019,670
2919009,2019,688
2919058,2019,1517
2919108,2019,1988
2919157,2019,4500
2919207,2019,13904
2919306,2019,1462
2919405,2019,1533
2919504,2019,5243
2919553,2019,9681
2919603,2019,1926
2919702,2019,2692
2919801,2019,5405
2919900,2019,1669
2919926,2019,2243
2919959,2019,1310
2920007,2019,1595
2920106,2019,3789
2920205,2019,2836
2920304,2019,1057
2920403,2019,2622
2920452,2019,2400
2920502,2019,3271
2920601,2019,9096
2920700,2019,4120
2920809,2019,2256
2920908,2019,2474
2921005,2019,5759
2921054,2019,2261
2921104,2019,2513
2921203,2019,4145
2921302,2019,2098
2921401,2019,3360
2921450,2019,1492
2921500,2019,9634
2921609,2019,1763
2921708,2019,4903
2921807,2019,1269
2921906,2019,1755
2922003,2019,3414
2922052,2019,2871
2922102,2019,4406
2922201,2019,1365
2922250,2019,2268
2922300,2019,6071
2922409,2019,2895
2922508,2019,3306
2922607,2019,2517
2922656,2019,2155
2922706,2019,2778
2922730,2019,1509
2922755,2019,896
2922805,2019,1723
2922854,2019,1549
2922904,2019,4581
2923001,2019,5319
2923035,2019,2049
2923050,2019,1892
2923100,2019,4695
2923209,2019,3676
2923308,2019,1676
2923357,2019,3361
2923407,2019,3455
2923506,2019,1603
2923605,2019,2881
2923704,2019,8035
2923803,2019,4599
2923902,2019,2630
2924009,2019,13201
2924058,2019,2756
2924108,2019,1544
2924207,2019,2688
2924306,2019,2450
2924405,2019,6761
2924504,2019,2293
2924603,2019,2919
2924652,2019,1424
2924678,2019,1211
2924702,2019,1711
2924801,2019,4360
2924900,2019,1257
2925006,2019,3579
2925105,2019,7154
2925204,2019,4432
2925253,2019,3941
2925303,2019,10614
2925402,2019,2694
2925501,2019,4186
2925600,2019,2857
2925709,2019,2579
2925758,2019,5147
2925808,2019,5118
2925907,2019,5352
2925931,2019,1849
2925956,2019,3749
2926004,2019,7163
2926103,2019,2509
2926202,2019,4642
2926301,2019,4825
2926400,2019,4995
2926509,2019,3514
2926608,2019,7369
2926657,2019,1586
2926707,2019,1844
2926806,2019,2265
2926905,2019,1215
2927002,2019,5880
2927101,2019,1965
2927200,2019,5879
2927309,2019,3418
2927408,2019,167047
2927507,2019,4072
2927606,2019,2469
2927705,2019,3062
2927804,2019,1124
2927903,2019,2639
2928000,2019,7594
2928059,2019,2008
2928109,2019,5889
2928208,2019,3892
2928307,2019,2093
2928406,2019,6136
2928505,2019,1486
2928604,2019,11813
2928703,2019,9428
2928802,2019,6937
2928901,2019,4740
2928950,2019,1681
2929008,2019,1795
2929057,2019,2302
2929107,2019,3204
2929206,2019,7137
2929255,2019,3461
2929305,2019,3444
2929354,2019,1448
2929370,2019,2196
2929404,2019,1647
2929503,2019,6046
2929602,2019,3299
2929701,2019,2705
2929750,2019,3287
2929800,2019,2084
2929909,2019,7242
2930006,2019,1610
2930105,2019,9752
2930154,2019,4296
2930204,2019,7518
2930303,2019,2689
2930402,2019,2785
2930501,2019,13860
2930600,2019,2059
2930709,2019,14011
2930758,2019,2426
2930766,2019,2649
2930774,2019,3223
2930808,2019,3220
2930907,2019,1643
2931004,2019,3443
2931053,2019,2322
2931103,2019,1618
2931202,2019,3135
2931301,2019,2731
2931350,2019,11019
2931400,2019,1606
2931509,2019,3091
2931608,2019,2667
2931707,2019,3194
2931806,2019,2828
2931905,2019,10345
2932002,2019,5190
2932101,2019,3421
2932200,2019,1977
2932309,2019,1971
2932408,2019,2675
2932457,2019,2805
2932507,2019,3570
2932606,2019,2449
2932705,2019,4162
2932804,2019,3020
2932903,2019,8206
2933000,2019,3529
2933059,2019,2814
2933109,2019,1310
2933158,2019,2576
2933174,2019,1675
2933208,2019,8305
2933257,2019,917
2933307,2019,20033
2933406,2019,1309
2933455,2019,1953
2933505,2019,5052
2933604,2019,10448
3100104,2019,274
3100203,2019,539
3100302,2019,999
3100401,2019,505
3100500,2019,812
3100609,2019,2225
3100708,2019,147
3100807,2019,233
3100906,2019,2707
3101003,2019,2162
3101102,2019,2003
3101201,2019,243
3101300,2019,205
3101409,2019,88
3101508,2019,1872
3101607,2019,2209
3101631,2019,381
3101706,2019,5052
3101805,2019,815
3101904,2019,622
3102001,2019,660
3102050,2019,504
3102100,2019,1542
3102209,2019,652
3102308,2019,1155
3102407,2019,527
3102506,2019,560
3102605,2019,727
3102704,2019,1675
3102803,2019,1101
3102852,2019,1015
3102902,2019,584
3103009,2019,698
3103108,2019,116
3103207,2019,178
3103306,2019,144
3103405,2019,3273
3103504,2019,3900
3103603,2019,235
3103702,2019,513
3103751,2019,273
3103801,2019,85
3103900,2019,140
3104007,2019,3546
3104106,2019,212
3104205,2019,1027
3104304,2019,434
3104403,2019,231
3104452,2019,699
3104502,2019,2522
3104601,2019,461
3104700,2019,2226
3104809,2019,469
3104908,2019,1207
3105004,2019,588
3105103,2019,567
3105202,2019,580
3105301,2019,144
3105400,2019,1467
3105509,2019,516
3105608,2019,4378
3105707,2019,580
3105905,2019,1787
3106002,2019,601
3106101,2019,183
3106200,2019,58073
3106309,2019,2172
3106408,2019,400
3106507,2019,1039
3106606,2019,787
3106655,2019,854
3106705,2019,27604
3106804,2019,446
3106903,2019,670
3107000,2019,261
3107109,2019,1243
3107208,2019,485
3107307,2019,5544
3107406,2019,1414
3107505,2019,430
3107604,2019,218
3107703,2019,380
3107802,2019,2368
3107901,2019,883
3108008,2019,423
3108107,2019,589
3108206,2019,267
3108255,2019,1475
3108305,2019,564
3108404,2019,565
3108503,2019,962
3108552,2019,1602
3108602,2019,3607
3108701,2019,522
3108800,2019,501
3108909,2019,429
3109006,2019,1390
3109105,2019,279
3109204,2019,852
3109253,2019,490
3109303,2019,2458
3109402,2019,3483
3109451,2019,587
3109501,2019,619
3109600,2019,175
3109709,2019,298
3109808,2019,110
3109907,2019,523
3110004,2019,1601
3110103,2019,402
3110202,2019,335
3110301,2019,527
3110400,2019,119
3110509,2019,980
3110608,2019,871
3110707,2019,755
3110806,2019,607
3110905,2019,738
3111002,2019,429
3111101,2019,948
3111150,2019,793
3111200,2019,2008
3111309,2019,779
3111408,2019,622
3111507,2019,704
3111606,2019,1096
3111705,2019,425
3111804,2019,409
3111903,2019,347
3112000,2019,551
3112059,2019,424
3112109,2019,652
3112208,2019,361
3112307,2019,2695
3112406,2019,418
3112505,2019,346
3112604,2019,727
3112653,2019,643
3112703,2019,1859
3112802,2019,154
3112901,2019,1202
3113008,2019,2924
3113107,2019,266
3113206,2019,1393
3113305,2019,2237
3113404,2019,3560
3113503,2019,862
3113602,2019,361
3113701,2019,1982
3113800,2019,148
3113909,2019,794
3114006,2019,461
3114105,2019,810
3114204,2019,327
3114303,2019,934
3114402,2019,821
3114501,2019,557
3114550,2019,304
3114600,2019,156
3114709,2019,123
3114808,2019,537
3114907,2019,101
3115003,2019,170
3115102,2019,925
3115201,2019,323
3115300,2019,2141
3115359,2019,194
3115409,2019,317
3115458,2019,1282
3115474,2019,877
3115508,2019,1059
3115607,2019,97
3115706,2019,908
3115805,2019,866
3115904,2019,224
3116001,2019,1142
3116100,2019,1097
3116159,2019,1826
3116209,2019,251
3116308,2019,768
3116407,2019,209
3116506,2019,1079
3116605,2019,718
3116704,2019,582
3116803,2019,1074
3116902,2019,288
3117009,2019,1412
3117108,2019,541
3117207,2019,190
3117306,2019,900
3117405,2019,560
3117504,2019,1879
3117603,2019,254
3117702,2019,800
3117801,2019,321
3117836,2019,1351
3117876,2019,224
3117900,2019,456
3118007,2019,1272
3118106,2019,472
3118205,2019,345
3118304,2019,1881
3118403,2019,1967
3118502,2019,170
3118601,2019,23455
3118700,2019,620
3118809,2019,3728
3118908,2019,770
3119005,2019,356
3119104,2019,1862
3119203,2019,951
3119302,2019,1272
3119401,2019,5178
3119500,2019,1071
3119609,2019,227
3119708,2019,115
3119807,2019,77
3119906,2019,158
3119955,2019,65
3120003,2019,314
3120102,2019,404
3120151,2019,890
3120201,2019,471
3120300,2019,1526
3120409,2019,259
3120508,2019,430
3120607,2019,316
3120706,2019,307
3120805,2019,1184
3120839,2019,363
3120870,2019,1449
3120904,2019,3918
3121001,2019,598
3121100,2019,396
3121209,2019,264
3121258,2019,916
3121308,2019,301
3121407,2019,305
3121506,2019,269
3121605,2019,3046
3121704,2019,469
3121803,2019,597
3121902,2019,149
3122009,2019,2198
3122108,2019,616
3122207,2019,937
3122306,2019,2562
3122355,2019,1009
3122405,2019,201
3122454,2019,1612
3122470,2019,344
3122504,2019,274
3122603,2019,467
3122702,2019,268
3122801,2019,114
3122900,2019,231
3123007,2019,241
3123106,2019,311
3123205,2019,471
3123304,2019,453
3123403,2019,98
3123502,2019,109
3123528,2019,892
3123601,2019,738
3123700,2019,789
3123809,2019,1447
3123858,2019,542
3123908,2019,633
3124005,2019,1163
3124104,2019,5258
3124203,2019,1961
3124302,2019,4302
3124401,2019,389
3124500,2019,441
3124609,2019,167
3124708,2019,135
3124807,2019,411
3124906,2019,822
3125002,2019,482
3125101,2019,1086
3125200,2019,60
3125309,2019,367
3125408,2019,594
3125507,2019,343
3125606,2019,1196
3125705,2019,898
3125804,2019,234
3125903,2019,803
3125952,2019,987
3126000,2019,207
3126109,2019,1398
3126208,2019,1368
3126307,2019,94
3126406,2019,150
3126505,2019,924
3126604,2019,664
3126703,2019,2792
3126752,2019,752
3126802,2019,884
3126901,2019,1519
3126950,2019,578
3127008,2019,883
3127057,2019,868
3127073,2019,646
3127107,2019,1527
3127206,2019,447
3127305,2019,717
3127339,2019,691
3127354,2019,340
3127370,2019,326
3127388,2019,211
3127404,2019,87
3127503,2019,554
3127602,2019,574
3127701,2019,11319
3127800,2019,1361
3127909,2019,52
3128006,2019,1854
3128105,2019,514
3128204,2019,985
3128253,2019,877
3128303,2019,551
3128402,2019,470
3128501,2019,312
3128600,2019,356
3128709,2019,1376
3128808,2019,549
3128907,2019,659
3129004,2019,541
3129103,2019,372
3129202,2019,349
3129301,2019,932
3129400,2019,379
3129509,2019,1041
3129608,2019,1143
3129657,2019,916
3129707,2019,515
3129806,2019,10153
3129905,2019,160
3130002,2019,190
3130051,2019,1514
3130101,2019,2407
3130200,2019,186
3130309,2019,435
3130408,2019,312
3130507,2019,520
3130556,2019,1353
3130606,2019,280
3130655,2019,1022
3130705,2019,420
3130804,2019,111
3130903,2019,2601
3131000,2019,706
3131109,2019,600
3131158,2019,1067
3131208,2019,1697
3131307,2019,11935
3131406,2019,207
3131505,2019,477
3131604,2019,478
3131703,2019,3493
3131802,2019,844
3131901,2019,1302
3132008,2019,705
3132107,2019,1933
3132206,2019,489
3132305,2019,1971
3132404,2019,2681
3132503,2019,2576
3132602,2019,207
3132701,2019,2885
3132800,2019,140
3132909,2019,357
3133006,2019,385
3133105,2019,285
3133204,2019,823
3133303,2019,1911
3133402,2019,523
3133501,2019,670
3133600,2019,476
3133709,2019,666
3133758,2019,346
3133808,2019,2031
3133907,2019,486
3134004,2019,2146
3134103,2019,691
3134202,2019,1967
3134301,2019,323
3134400,2019,2265
3134509,2019,183
3134608,2019,923
3134707,2019,1549
3134806,2019,178
3134905,2019,269
3135001,2019,127
3135050,2019,6152
3135076,2019,903
3135100,2019,5428
3135209,2019,7775
3135308,2019,182
3135357,2019,1366
3135407,2019,280
3135456,2019,619
3135506,2019,916
3135605,2019,1481
3135704,2019,404
3135803,2019,2510
3135902,2019,422
3136009,2019,2460
3136108,2019,480
3136207,2019,2359
3136306,2019,3285
3136405,2019,311
3136504,2019,941
3136520,2019,451
3136553,2019,648
3136579,2019,677
3136603,2019,426
3136652,2019,2108
3136702,2019,12973
3136801,2019,538
3136900,2019,269
3136959,2019,916
3137007,2019,1950
3137106,2019,587
3137205,2019,1755
3137304,2019,613
3137403,2019,492
3137502,2019,749
3137536,2019,778
3137601,2019,1885
3137700,2019,2144
3137809,2019,1014
3137908,2019,242
3138005,2019,534
3138104,2019,857
3138203,2019,3732
3138302,2019,122
3138351,2019,405
3138401,2019,1746
3138500,2019,429
3138609,2019,920
3138625,2019,323
3138658,2019,1423
3138674,2019,597
3138682,2019,1049
3138708,2019,231
3138807,2019,521
3138906,2019,967
3139003,2019,1154
3139102,2019,165
3139201,2019,1538
3139250,2019,787
3139300,2019,2425
3139409,2019,2079
3139508,2019,2175
3139607,2019,1650
3139706,2019,690
3139805,2019,371
3139904,2019,617
3140001,2019,4971
3140100,2019,781
3140159,2019,806
3140209,2019,103
3140308,2019,301
3140407,2019,279
3140506,2019,640
3140530,2019,873
3140555,2019,1505
3140605,2019,605
3140704,2019,1811
3140803,2019,563
3140852,2019,985
3140902,2019,2254
3141009,2019,1730
3141108,2019,1948
3141207,2019,106
3141306,2019,185
3141405,2019,1927
3141504,2019,693
3141603,2019,738
3141702,2019,443
3141801,2019,2550
3141900,2019,217
3142007,2019,1642
3142106,2019,882
3142205,2019,415
3142254,2019,647
3142304,2019,390
3142403,2019,423
3142502,2019,146
3142601,2019,439
3142700,2019,1841
3142809,2019,1081
3142908,2019,2454
3143005,2019,562
3143104,2019,1119
3143153,2019,551
3143203,2019,881
3143302,2019,14117
3143401,2019,444
3143450,2019,744
3143500,2019,204
3143609,2019,150
3143708,2019,381
3143807,2019,265
3143906,2019,3243
3144003,2019,1707
3144102,2019,811
3144201,2019,427
3144300,2019,2422
3144359,2019,844
3144375,2019,345
3144409,2019,210
3144508,2019,669
3144607,2019,937
3144656,2019,1385
3144672,2019,497
3144706,2019,916
3144805,2019,1728
3144904,2019,453
3145000,2019,537
3145059,2019,1075
3145109,2019,715
3145208,2019,779
3145307,2019,3479
3145356,2019,1501
3145372,2019,568
3145406,2019,141
3145455,2019,1171
3145505,2019,245
3145604,2019,1166
3145703,2019,109
3145802,2019,129
3145851,2019,256
3145877,2019,878
3145901,2019,1117
3146008,2019,287
3146107,2019,2878
3146206,2019,1272
3146255,2019,949
3146305,2019,3248
3146404,2019,250
3146503,2019,234
3146552,2019,640
3146602,2019,123
3146701,2019,686
3146750,2019,1103
3146909,2019,794
3147006,2019,2491
3147105,2019,1940
3147204,2019,572
3147303,2019,574
3147402,2019,1216
3147501,2019,139
3147600,2019,439
3147709,2019,178
3147808,2019,137
3147907,2019,2787
3147956,2019,908
3148004,2019,2095
3148103,2019,2596
3148202,2019,485
3148301,2019,673
3148400,2019,485
3148509,2019,1220
3148608,2019,1782
3148707,2019,3414
3148756,2019,1204
3148806,2019,437
3148905,2019,144
3149002,2019,239
3149101,2019,703
3149150,2019,1284
3149200,2019,174
3149309,2019,1757
3149408,2019,206
3149507,2019,138
3149606,2019,390
3149705,2019,317
3149804,2019,397
3149903,2019,502
3149952,2019,771
3150000,2019,507
3150109,2019,141
3150158,2019,1311
3150208,2019,252
3150307,2019,140
3150406,2019,456
3150505,2019,450
3150539,2019,497
3150570,2019,943
3150604,2019,143
3150703,2019,167
3150802,2019,1209
3150901,2019,265
3151008,2019,357
3151107,2019,595
3151206,2019,4577
3151305,2019,472
3151404,2019,1299
3151503,2019,1436
3151602,2019,523
3151701,2019,393
3151800,2019,2708
3151909,2019,1178
3152006,2019,1223
3152105,2019,2694
3152131,2019,738
3152170,2019,1352
3152204,2019,3283
3152303,2019,2055
3152402,2019,1270
3152501,2019,3633
3152600,2019,107
3152709,2019,198
3152808,2019,531
3152907,2019,300
3153004,2019,233
3153103,2019,540
3153202,2019,245
3153301,2019,173
3153400,2019,1210
3153509,2019,679
3153608,2019,564
3153707,2019,167
3153806,2019,56
3153905,2019,415
3154002,2019,1827
3154101,2019,666
3154150,2019,526
