id_municipio,ano,familias_beneficiarias
2110302,2019,2731
2110401,2019,3720
2110500,2019,7186
2110609,2019,5406
2110658,2019,1461
2110708,2019,4870
2110807,2019,759
2110856,2019,1423
2110906,2019,2529
2111003,2019,5439
2111029,2019,2313
2111052,2019,1474
2111078,2019,3106
2111102,2019,3314
2111201,2019,23970
2111250,2019,1366
2111300,2019,77075
2111409,2019,3539
2111508,2019,6463
2111532,2019,1411
2111573,2019,655
2111607,2019,2207
2111631,2019,1312
2111672,2019,1269
2111706,2019,5327
2111722,2019,1624
2111748,2019,2218
2111763,2019,2525
2111789,2019,3548
2111805,2019,3074
2111904,2019,2186
2111953,2019,921
2112001,2019,1152
2112100,2019,4893
2112209,2019,20694
2112233,2019,3193
2112274,2019,1338
2112308,2019,4891
2112407,2019,6735
2112456,2019,5538
2112506,2019,10036
2112605,2019,6200
2112704,2019,7376
2112803,2019,9012
2112852,2019,1022
2112902,2019,5561
2113009,2019,5980
2114007,2019,6487
2200053,2019,1311
2200103,2019,927
2200202,2019,2343
2200251,2019,1486
2200277,2019,837
2200301,2019,2520
2200400,2019,4166
2200459,2019,946
2200509,2019,3315
2200608,2019,1740
2200707,2019,1648
2200806,2019,482
2200905,2019,1138
2200954,2019,512
2201002,2019,859
2201051,2019,1301
2201101,2019,2646
2201150,2019,2038
2201176,2019,820
2201200,2019,9677
2201309,2019,793
2201408,2019,1466
2201507,2019,4829
2201556,2019,637
2201572,2019,679
2201606,2019,1861
2201705,2019,1046
2201739,2019,1285
2201770,2019,1721
2201804,2019,633
2201903,2019,3918
2201919,2019,996
2201929,2019,1130
2201945,2019,1217
2201960,2019,1359
2201988,2019,957
2202000,2019,3536
2202026,2019,1548
2202059,2019,1885
2202075,2019,449
2202083,2019,874
2202091,2019,1050
2202109,2019,1109
2202117,2019,1237
2202133,2019,1156
2202174,2019,1766
2202208,2019,5881
2202251,2019,719
2202307,2019,4104
2202406,2019,2070
2202455,2019,1140
2202505,2019,2149
2202539,2019,1153
2202554,2019,1244
2202604,2019,2887
2202653,2019,888
2202703,2019,4915
2202711,2019,1072
2202729,2019,1148
2202737,2019,765
2202752,2019,1432
2202778,2019,1461
2202802,2019,1068
2202851,2019,1015
2202901,2019,3555
2203008,2019,1285
2203107,2019,1879
2203206,2019,1818
2203230,2019,994
2203255,2019,855
2203271,2019,1024
2203305,2019,2904
2203354,2019,1308
2203404,2019,972
2203420,2019,782
2203453,2019,2114
2203503,2019,1838
2203602,2019,734
2203701,2019,6740
2203750,2019,1239
2203800,2019,1023
2203859,2019,528
2203909,2019,4040
2204006,2019,807
2204105,2019,711
2204154,2019,487
2204204,2019,1195
2204303,2019,1964
2204352,2019,1126
2204402,2019,1647
2204501,2019,1546
2204550,2019,1061
2204600,2019,702
2204659,2019,1534
2204709,2019,2343
2204808,2019,1471
2204907,2019,1812
2205003,2019,1870
2205102,2019,1504
2205151,2019,1244
2205201,2019,3485
2205250,2019,982
2205276,2019,926
2205300,2019,1019
2205359,2019,576
2205409,2019,2573
2205458,2019,1041
2205508,2019,5725
2205516,2019,960
2205524,2019,984
2205532,2019,1057
2205540,2019,408
2205557,2019,1512
2205565,2019,667
2205573,2019,998
2205581,2019,859
2205599,2019,1032
2205607,2019,1192
2205706,2019,5046
2205805,2019,5402
2205854,2019,1327
2205904,2019,752
2205953,2019,1928
2206001,2019,951
2206050,2019,1075
2206100,2019,2172
2206209,2019,6310
2206308,2019,182
2206357,2019,1076
2206407,2019,1697
2206506,2019,1285
2206605,2019,1816
2206654,2019,850
2206670,2019,1138
2206696,2019,1317
2206704,2019,1444
2206720,2019,2073
2206753,2019,874
2206803,2019,2242
2206902,2019,985
2206951,2019,659
2207009,2019,5533
2207108,2019,479
2207207,2019,1510
2207306,2019,875
2207355,2019,590
2207405,2019,852
2207504,2019,2744
2207553,2019,776
2207603,2019,2192
2207702,2019,10230
2207751,2019,918
2207777,2019,910
2207793,2019,956
2207801,2019,3957
2207850,2019,1157
2207900,2019,7312
2207934,2019,564
2207959,2019,1028
2208007,2019,9951
2208106,2019,1960
2208205,2019,3143
2208304,2019,5202
2208403,2019,6271
2208502,2019,2380
2208551,2019,468
2208601,2019,741
2208650,2019,1462
2208700,2019,2039
2208809,2019,3932
2208858,2019,904
2208874,2019,1099
2208908,2019,927
2209005,2019,1361
2209104,2019,996
2209153,2019,532
2209203,2019,906
2209302,2019,1216
2209351,2019,579
2209377,2019,905
2209401,2019,870
2209450,2019,261
2209500,2019,682
2209559,2019,1077
2209609,2019,454
2209658,2019,1310
2209708,2019,1101
2209757,2019,501
2209807,2019,818
2209856,2019,794
2209872,2019,994
2209906,2019,1170
2209955,2019,620
2209971,2019,1943
2210003,2019,3120
2210052,2019,1091
2210102,2019,773
2210201,2019,1008
2210300,2019,1118
2210359,2019,1048
2210375,2019,357
2210383,2019,284
2210391,2019,593
2210409,2019,2712
2210508,2019,2917
2210607,2019,5327
2210623,2019,788
2210631,2019,652
2210656,2019,1927
2210706,2019,2041
2210805,2019,2223
2210904,2019,917
2210938,2019,857
2210953,2019,604
2210979,2019,465
2211001,2019,56855
2211100,2019,7671
2211209,2019,3274
2211308,2019,2271
2211357,2019,1201
2211407,2019,907
2211506,2019,643
2211605,2019,501
2211704,2019,738
2300101,2019,1852
2300150,2019,1854
2300200,2019,10010
2300309,2019,8914
2300408,2019,2959
2300507,2019,1035
2300606,2019,1443
2300705,2019,2010
2300754,2019,6760
2300804,2019,1948
2300903,2019,2691
2301000,2019,10601
2301109,2019,6416
2301208,2019,4488
2301257,2019,1873
2301307,2019,3153
2301406,2019,2128
2301505,2019,844
2301604,2019,4419
2301703,2019,3730
2301802,2019,1065
2301851,2019,2651
2301901,2019,6755
2301950,2019,3685
2302008,2019,3113
2302057,2019,2642
2302107,2019,6486
2302206,2019,9335
2302305,2019,4640
2302404,2019,8835
2302503,2019,6307
2302602,2019,7590
2302701,2019,3902
2302800,2019,12776
2302909,2019,3010
2303006,2019,3573
2303105,2019,2768
2303204,2019,4932
2303303,2019,2730
2303402,2019,2104
2303501,2019,10152
2303600,2019,1533
2303659,2019,2093
2303709,2019,28887
2303808,2019,3684
2303907,2019,2160
2303931,2019,1907
2303956,2019,3377
2304004,2019,3808
2304103,2019,7967
2304202,2019,13917
2304236,2019,3181
2304251,2019,3679
2304269,2019,1463
2304277,2019,876
2304285,2019,5128
2304301,2019,2853
2304350,2019,3107
2304400,2019,205606
2304459,2019,2363
2304509,2019,2214
2304608,2019,1490
2304657,2019,2440
2304707,2019,7528
2304806,2019,875
2304905,2019,1337
2304954,2019,3477
2305001,2019,6444
2305100,2019,685
2305209,2019,2772
2305233,2019,5087
2305266,2019,2339
2305308,2019,3354
2305332,2019,2765
2305357,2019,3058
2305407,2019,10969
2305506,2019,10326
2305605,2019,5127
2305654,2019,1882
2305704,2019,2432
2305803,2019,7176
2305902,2019,5367
2306009,2019,1878
2306108,2019,4538
2306207,2019,995
2306256,2019,3309
2306306,2019,5654
2306405,2019,19334
2306504,2019,3415
2306553,2019,7095
2306603,2019,3907
2306702,2019,3451
2306801,2019,1567
2306900,2019,4010
2307007,2019,5843
2307106,2019,4272
2307205,2019,1035
2307254,2019,2021
2307304,2019,21098
2307403,2019,3936
2307502,2019,5171
2307601,2019,6913
2307635,2019,3021
2307650,2019,17750
2307700,2019,14384
2307809,2019,3778
2307908,2019,1997
2308005,2019,4299
2308104,2019,7707
2308203,2019,1791
2308302,2019,5058
2308351,2019,2543
2308377,2019,2068
2308401,2019,5673
2308500,2019,5770
2308609,2019,3439
2308708,2019,10866
2308807,2019,1447
2308906,2019,3064
2309003,2019,1682
2309102,2019,1886
2309201,2019,2792
2309300,2019,3726
2309409,2019,5447
2309458,2019,4034
2309508,2019,4681
2309607,2019,6952
2309706,2019,6551
2309805,2019,1585
2309904,2019,958
2310001,2019,1418
2310100,2019,2195
2310209,2019,4724
2310258,2019,4651
2310308,2019,3615
2310407,2019,2015
2310506,2019,6943
2310605,2019,1840
2310704,2019,4491
2310803,2019,2481
2310852,2019,3797
2310902,2019,2308
2310951,2019,1223
2311009,2019,1881
2311108,2019,2355
2311207,2019,1277
2311231,2019,1103
2311264,2019,3149
2311306,2019,12302
2311355,2019,2469
2311405,2019,9129
2311504,2019,2253
2311603,2019,3450
2311702,2019,2491
2311801,2019,6287
2311900,2019,2376
2311959,2019,2891
2312007,2019,5257
2312106,2019,2995
2312205,2019,6612
2312304,2019,6020
2312403,2019,6276
2312502,2019,832
2312601,2019,1891
2312700,2019,3836
2312809,2019,1148
2312908,2019,16435
2313005,2019,2101
2313104,2019,3876
2313203,2019,4495
2313252,2019,1266
2313302,2019,5025
2313351,2019,4041
2313401,2019,11157
2313500,2019,12217
2313559,2019,2983
2313609,2019,4733
2313708,2019,1295
2313757,2019,3222
2313807,2019,4382
2313906,2019,2204
2313955,2019,2079
2314003,2019,6077
2314102,2019,10409
2400109,2019,1222
2400208,2019,6678
2400307,2019,2021
2400406,2019,462
2400505,2019,1890
2400604,2019,900
2400703,2019,1414
2400802,2019,1749
2400901,2019,1424
2401008,2019,5650
2401107,2019,2472
2401206,2019,1740
2401305,2019,2628
2401404,2019,1109
2401453,2019,3510
2401503,2019,627
2401602,2019,890
2401651,2019,595
2401701,2019,1357
2401800,2019,1494
2401859,2019,903
2401909,2019,696
2402006,2019,5041
2402105,2019,2061
2402204,2019,5020
2402303,2019,3586
2402402,2019,406
2402501,2019,2003
2402600,2019,7847
2402709,2019,1498
2402808,2019,1089
2402907,2019,687
2403004,2019,992
2403103,2019,4021
2403202,2019,1098
2403251,2019,10996
2403301,2019,860
2403400,2019,1179
2403509,2019,1602
2403608,2019,4707
2403707,2019,959
2403756,2019,569
2403806,2019,1034
2403905,2019,418
2404002,2019,790
2404101,2019,286
2404200,2019,2538
2404309,2019,2015
2404408,2019,1603
2404507,2019,2102
2404606,2019,2040
2404705,2019,1635
2404804,2019,195
2404853,2019,1190
2404903,2019,1065
2405009,2019,1536
2405108,2019,1162
2405207,2019,834
2405306,2019,1443
2405405,2019,1609
2405504,2019,484
2405603,2019,2074
2405702,2019,944
2405801,2019,5751
2405900,2019,437
2406007,2019,863
2406106,2019,2597
2406155,2019,607
2406205,2019,1227
2406304,2019,1309
2406403,2019,533
2406502,2019,2559
2406601,2019,2266
2406700,2019,1285
2406809,2019,929
2406908,2019,562
2407005,2019,1470
2407104,2019,8692
2407203,2019,3120
2407252,2019,574
2407302,2019,1353
2407401,2019,1049
2407500,2019,1110
2407609,2019,801
2407708,2019,2072
2407807,2019,2601
2407906,2019,494
2408003,2019,18788
2408102,2019,44739
2408201,2019,3146
2408300,2019,6221
2408409,2019,612
2408508,2019,509
2408607,2019,640
2408706,2019,603
2408805,2019,879
2408904,2019,1979
2408953,2019,1977
2409100,2019,2148
2409209,2019,386
2409308,2019,2263
2409332,2019,1182
2409407,2019,3326
2409506,2019,651
2409605,2019,465
2409704,2019,1192
2409803,2019,2137
2409902,2019,1629
2410009,2019,502
2410108,2019,1898
2410207,2019,992
2410256,2019,1005
2410306,2019,1408
2410405,2019,1555
2410504,2019,796
2410603,2019,437
2410702,2019,422
2410801,2019,592
2410900,2019,1258
2411007,2019,632
2411056,2019,414
2411106,2019,477
2411205,2019,4192
2411403,2019,1868
2411429,2019,325
2411502,2019,4080
2411601,2019,512
2411700,2019,894
2411809,2019,452
2411908,2019,613
2412005,2019,9901
2412104,2019,625
2412203,2019,4567
2412302,2019,2063
2412401,2019,348
2412500,2019,3129
2412559,2019,1267
2412609,2019,2795
2412708,2019,1066
2412807,2019,1512
2412906,2019,2006
2413003,2019,738
2413102,2019,1404
2413201,2019,530
2413300,2019,1111
2413359,2019,2188
2413409,2019,671
2413508,2019,1323
2413557,2019,794
2413607,2019,1065
2413706,2019,698
2413805,2019,288
2413904,2019,1880
2414001,2019,2472
2414100,2019,1272
2414159,2019,967
2414209,2019,1115
2414308,2019,232
2414407,2019,5012
2414456,2019,831
2414506,2019,1731
2414605,2019,2095
2414704,2019,880
2414753,2019,633
2414803,2019,1294
2414902,2019,344
2415008,2019,589
2500106,2019,1569
2500205,2019,822
2500304,2019,4722
2500403,2019,2526
2500502,2019,2572
2500536,2019,754
2500577,2019,523
2500601,2019,3829
2500700,2019,2616
2500734,2019,465
2500775,2019,1195
2500809,2019,3323
2500908,2019,2235
2501005,2019,2618
2501104,2019,3430
2501153,2019,327
2501203,2019,1192
2501302,2019,3750
2501351,2019,903
2501401,2019,1704
2501500,2019,3380
2501534,2019,932
2501575,2019,1176
2501609,2019,2677
2501708,2019,1329
2501807,2019,11896
2501906,2019,2427
2502003,2019,1309
2502052,2019,542
2502102,2019,1117
2502151,2019,770
2502201,2019,369
2502300,2019,859
2502409,2019,1621
2502508,2019,3166
2502607,2019,1105
2502706,2019,784
2502805,2019,2165
2502904,2019,1048
2503001,2019,4068
2503100,2019,731
2503209,2019,7293
2503308,2019,1539
2503407,2019,804
2503506,2019,2863
2503555,2019,1503
2503605,2019,1261
2503704,2019,8329
2503753,2019,821
2503803,2019,1178
2503902,2019,1119
2504009,2019,24093
2504033,2019,1174
2504074,2019,708
2504108,2019,431
2504157,2019,1307
2504207,2019,960
2504306,2019,4146
2504355,2019,882
2504405,2019,3260
2504504,2019,1212
2504603,2019,5050
2504702,2019,964
2504801,2019,2927
2504850,2019,369
2504900,2019,3769
2505006,2019,1395
2505105,2019,3880
2505204,2019,1106
2505238,2019,1656
2505279,2019,1249
2505303,2019,431
2505352,2019,978
2505402,2019,1983
2505501,2019,508
2505600,2019,1154
2505709,2019,1771
2505808,2019,733
2505907,2019,581
2506004,2019,5492
2506103,2019,2161
2506202,2019,458
2506251,2019,1836
2506301,2019,5308
2506400,2019,2425
2506509,2019,622
2506608,2019,1073
2506707,2019,1802
2506806,2019,4455
2506905,2019,4854
2507002,2019,2766
2507101,2019,2814
2507200,2019,2096
2507309,2019,2910
2507408,2019,1241
2507507,2019,58231
2507606,2019,1569
2507705,2019,2634
2507804,2019,1076
2507903,2019,1495
2508000,2019,1647
2508109,2019,834
2508208,2019,1529
2508307,2019,3335
2508406,2019,484
2508505,2019,1326
2508554,2019,629
2508604,2019,1636
2508703,2019,702
2508802,2019,940
2508901,2019,6864
2509008,2019,1884
2509057,2019,1883
2509107,2019,3915
2509156,2019,1219
2509206,2019,2181
2509305,2019,1599
2509339,2019,754
2509370,2019,421
2509396,2019,1183
2509404,2019,2831
2509503,2019,1129
2509602,2019,752
2509701,2019,5564
2509800,2019,1754
2509909,2019,1234
2510006,2019,1378
2510105,2019,2026
2510204,2019,1221
2510303,2019,567
2510402,2019,1191
2510501,2019,659
2510600,2019,611
2510659,2019,243
2510709,2019,476
2510808,2019,10349
2510907,2019,1780
2511004,2019,520
2511103,2019,1060
2511202,2019,4575
2511301,2019,2848
2511400,2019,3037
2511509,2019,1889
2511608,2019,1428
2511707,2019,1120
2511806,2019,1483
2511905,2019,3472
2512002,2019,3109
2512036,2019,627
2512077,2019,583
2512101,2019,4379
2512200,2019,687
2512309,2019,3093
2512408,2019,2186
2512507,2019,6526
2512606,2019,327
2512705,2019,3024
2512721,2019,1026
2512747,2019,478
2512754,2019,772
2512762,2019,949
2512788,2019,371
2512804,2019,1588
2512903,2019,4273
2513000,2019,616
2513109,2019,1884
2513158,2019,1159
2513208,2019,813
2513307,2019,1466
2513356,2019,668
2513406,2019,2108
2513505,2019,755
2513604,2019,1231
2513653,2019,412
2513703,2019,12634
2513802,2019,821
2513851,2019,403
2513901,2019,3658
2513927,2019,600
2513943,2019,352
2513968,2019,393
2513984,2019,476
2514008,2019,697
2514107,2019,1033
2514206,2019,1206
2514305,2019,1130
