id_municipio,ano,pib
1300680,2019,146215000
1303957,2019,121771000
1400407,2019,173355000
1500958,2019,220672000
1502103,2019,1137121000
1502806,2019,253303000
1504604,2019,378747000
1507409,2019,240284000
1600808,2019,196121000
1709807,2019,33218000
2100873,2019,79382000
2101103,2019,78489000
2102754,2019,165605000
2104081,2019,68857000
2105302,2019,7450113000
2108801,2019,115792000
2202729,2019,50683000
2205532,2019,40768000
2207801,2019,221361000
2208809,2019,175538000
2300754,2019,516670000
2303931,2019,124553000
2305209,2019,153196000
2311207,2019,85166000
2311231,2019,64353000
2312403,2019,3759946000
2404002,2019,40626000
2411007,2019,48938000
2414506,2019,136171000
2503001,2019,364269000
2510600,2019,31562000
2606606,2019,293004000
2608255,2019,117532000
2608503,2019,355379000
2609402,2019,691530000
2609501,2019,558647000
2612208,2019,975936000
2701902,2019,115608000
2708204,2019,90682000
2803609,2019,807075000
2804102,2019,205567000
2910776,2019,53906000
2914802,2019,4184489000
2914901,2019,331624000
2918704,2019,43396000
2922300,2019,270466000
2922508,2019,274442000
2933604,2019,410620000
3102100,2019,168554000
3106655,2019,46162000
3124609,2019,33660000
3129202,2019,97190000
3130051,2019,85045000
3132008,2019,55220000
3132404,2019,3172446000
3133907,2019,57871000
3135357,2019,67806000
3138401,2019,1022986000
3139409,2019,2606266000
3143450,2019,68568000
3143708,2019,34606000
3144904,2019,45801000
3147303,2019,471286000
3149903,2019,522500000
3154200,2019,180620000
3155900,2019,61562000
3156908,2019,1319336000
3162559,2019,127492000
3162658,2019,35546000
3167608,2019,196108000
3169703,2019,373707000
3301876,2019,537136000
3302205,2019,3103972000
3304706,2019,1158143000
3305703,2019,440265000
3503109,2019,139192000
3503208,2019,10030033000
3513850,2019,56165000
3515004,2019,14698367000
3519055,2019,1070417000
3519709,2019,1845824000
3522307,2019,4905433000
3535606,2019,298417000
3538501,2019,165485000
3539509,2019,1122054000
3548401,2019,67784000
3552551,2019,228904000
3555505,2019,92202000
4100459,2019,75046000
4120358,2019,204593000
4125100,2019,511481000
4128658,2019,138203000
4203808,2019,1757061000
4212106,2019,690896000
4216404,2019,204293000
4304630,2019,1605660000
4306601,2019,1346218000
4308607,2019,2379387000
4316972,2019,184868000
4318705,2019,10102720000
4323408,2019,223429000
5000856,2019,745123000
5007554,2019,255664000
5104542,2019,286973000
5205703,2019,55813000
5210000,2019,1167794000
5218052,2019,179607000
5219308,2019,1129185000
5221007,2019,76164000
5221908,2019,68405000
1200328,2019,82098000
1200435,2019,79725000
1200609,2019,482624000
1502905,2019,289789000
1505205,2019,365938000
1507102,2019,146313000
1703073,2019,57845000
1707702,2019,111423000
1710904,2019,74392000
2103901,2019,75728000
2104909,2019,82500000
2105609,2019,93649000
2108207,2019,582332000
2109809,2019,268495000
2110609,2019,283234000
2111029,2019,93428000
2201804,2019,46722000
2202059,2019,73225000
2206902,2019,50034000
2209351,2019,35995000
2209450,2019,15474000
2211001,2019,22007482000
2211357,2019,38812000
2310407,2019,107547000
2312700,2019,315172000
2313005,2019,219003000
2408953,2019,164958000
2413003,2019,69954000
2506905,2019,308011000
2514503,2019,204438000
2603405,2019,51812000
2607703,2019,116148000
2607802,2019,138020000
2615805,2019,198515000
2800209,2019,240218000
2807303,2019,37677000
2903607,2019,128217000
2906303,2019,342315000
2906824,2019,132049000
2910800,2019,14916456000
2917805,2019,179251000
2924009,2019,3698441000
2932200,2019,221343000
3107901,2019,132388000
3110905,2019,334184000
3121258,2019,372628000
3121407,2019,191254000
3123007,2019,305382000
3131604,2019,185932000
3133402,2019,430239000
3134202,2019,3367591000
3148301,2019,100632000
3149002,2019,31868000
3154101,2019,107709000
3160405,2019,611977000
3160603,2019,36272000
3163607,2019,31900000
3200904,2019,808889000
3300258,2019,2557039000
3302106,2019,552491000
3302700,2019,37524886000
3303500,2019,17423436000
3304904,2019,18368097000
3509452,2019,118264000
3512605,2019,86943000
3519006,2019,278497000
3528809,2019,421422000
3530904,2019,99338000
3532504,2019,229650000
3533106,2019,33216000
3536406,2019,160802000
3536570,2019,36076000
3538600,2019,543685000
3538907,2019,480208000
3540408,2019,97549000
3543402,2019,35444536000
3545506,2019,378648000
3545704,2019,176398000
3546306,2019,540131000
3554755,2019,36913000
3556800,2019,344730000
3557204,2019,214003000
4101051,2019,86214000
4102406,2019,809777000
4104303,2019,3870905000
4106902,2019,96113599000
4113254,2019,84472000
4120333,2019,118932000
4121901,2019,235366000
4128625,2019,91050000
4200606,2019,174766000
4202156,2019,53273000
4202859,2019,155526000
4204756,2019,51914000
4212809,2019,1109019000
4215802,2019,3326009000
4300851,2019,137712000
4301404,2019,257735000
4301602,2019,3157650000
4302402,2019,316775000
4307054,2019,145844000
4309555,2019,188287000
4309951,2019,132170000
4312443,2019,57915000
4314159,2019,189812000
4315503,2019,456922000
4316907,2019,8766864000
4319356,2019,82587000
4321501,2019,1269389000
5101001,2019,69007000
5203302,2019,1129706000
5203807,2019,127243000
5206602,2019,66551000
5211800,2019,801125000
5218003,2019,934167000
5218300,2019,582550000
1100304,2019,2832738000
1504307,2019,228263000
1508126,2019,1589798000
1707405,2019,98604000
1720200,2019,221633000
2100402,2019,58607000
2106672,2019,49781000
2107506,2019,990949000
2110856,2019,99405000
2202539,2019,50419000
2204659,2019,76153000
2205805,2019,216492000
2301703,2019,209641000
2303006,2019,154519000
2304251,2019,285697000
2304400,2019,67401430000
2309508,2019,184955000
2309904,2019,51024000
2409506,2019,222294000
2411908,2019,50054000
2413201,2019,120330000
2413607,2019,52995000
2502409,2019,94660000
2505907,2019,34101000
2515203,2019,32818000
2516201,2019,1176421000
2601607,2019,290036000
2609303,2019,155292000
2700904,2019,100408000
2702900,2019,380191000
2707404,2019,213192000
2708709,2019,164159000
2805802,2019,302788000
2903003,2019,97882000
2916609,2019,78531000
2925204,2019,1096602000
2925808,2019,228170000
2931509,2019,158335000
3100104,2019,127672000
3107000,2019,43631000
3107703,2019,149134000
3118403,2019,298849000
3124401,2019,87586000
3128303,2019,477228000
3131307,2019,11834448000
3135456,2019,73344000
3143609,2019,48823000
3155306,2019,102978000
3158706,2019,30872000
3159001,2019,80735000
3162005,2019,650829000
3167806,2019,67136000
3200805,2019,659948000
3202900,2019,203113000
3304557,2019,354932611000
3505351,2019,116341000
3505807,2019,1093736000
3506003,2019,15335140000
3516408,2019,3316372000
3522703,2019,1336191000
3526001,2019,674238000
3527009,2019,196149000
3530508,2019,2246444000
3532702,2019,89867000
3536109,2019,302891000
3548500,2019,22750571000
3549003,2019,45639000
3550001,2019,170982000
3550209,2019,794245000
4101150,2019,111988000
4105003,2019,242789000
4106803,2019,374376000
4110003,2019,162750000
4112405,2019,235546000
4117404,2019,99045000
4119202,2019,153691000
4119251,2019,54929000
4122305,2019,1241813000
4123907,2019,365014000
4124806,2019,701283000
4125357,2019,124692000
4126009,2019,220723000
4203105,2019,250737000
4205159,2019,118661000
4210803,2019,267458000
4217907,2019,437917000
4219309,2019,2702486000
4304200,2019,851074000
4304358,2019,649785000
4305871,2019,125420000
4310801,2019,990690000
4313466,2019,58775000
4313805,2019,210792000
4314498,2019,98816000
4319711,2019,60861000
4320354,2019,89660000
5004007,2019,209764000
5200803,2019,140043000
5203575,2019,99573000
5204508,2019,2742762000
5204557,2019,75014000
5206701,2019,38692000
5207352,2019,279189000
5208400,2019,236745000
5212105,2019,210917000
5221080,2019,35190000
1100924,2019,304810000
1200344,2019,131637000
1200450,2019,360656000
1301852,2019,691801000
1301951,2019,99805000
1500107,2019,1491621000
1502509,2019,194500000
1508035,2019,231424000
1716703,2019,151939000
2101251,2019,253682000
2105153,2019,197734000
2106755,2019,481591000
2108009,2019,198118000
2109270,2019,128890000
2205599,2019,43317000
2207702,2019,2625553000
2300408,2019,129382000
2301208,2019,229871000
2304509,2019,268383000
2305654,2019,87936000
2308609,2019,141197000
2313351,2019,132655000
2313559,2019,115947000
2401107,2019,761984000
2401859,2019,86122000
2411056,2019,107940000
2412203,2019,885208000
2412559,2019,299031000
2501609,2019,134229000
2503308,2019,112016000
2503902,2019,59950000
2507606,2019,62263000
2513158,2019,54403000
2514800,2019,32198000
2601904,2019,770298000
2612901,2019,104326000
2616407,2019,3729011000
2701308,2019,176176000
2702108,2019,263536000
2705903,2019,49916000
2802502,2019,36059000
2905503,2019,96855000
2910503,2019,597991000
2914307,2019,85229000
2923357,2019,320801000
3100708,2019,144152000
3104601,2019,305080000
3106200,2019,97198017000
3106903,2019,269813000
3110202,2019,72087000
3111408,2019,487435000
3111705,2019,59885000
3112802,2019,276991000
3119203,2019,103940000
3121803,2019,78585000
3126703,2019,377801000
3127388,2019,67152000
3127800,2019,534247000
3132800,2019,28228000
3136207,2019,3114082000
3136900,2019,171679000
3138500,2019,82700000
3139102,2019,192300000
3140530,2019,199076000
3140704,2019,690820000
3143203,2019,386817000
3150158,2019,101866000
3158003,2019,180976000
3158409,2019,42436000
3170701,2019,6299357000
3170750,2019,150044000
3172202,2019,28158000
3203205,2019,6066596000
3301900,2019,4933377000
3302270,2019,1437700000
3303906,2019,13662993000
3503406,2019,216242000
3505203,2019,1222200000
3514700,2019,127711000
3515707,2019,3315025000
3519808,2019,168878000
3521101,2019,687092000
3522505,2019,12051610000
3524402,2019,13402133000
3528205,2019,75285000
3531308,2019,2010940000
3535903,2019,130043000
3547700,2019,432831000
4100608,2019,320563000
4100707,2019,271396000
4110805,2019,274528000
4119657,2019,90764000
4122909,2019,76856000
4123600,2019,43850000
4126355,2019,210753000
4128302,2019,65086000
4203402,2019,228827000
4205191,2019,93400000
4208450,2019,918133000
4218707,2019,3960988000
4218954,2019,66599000
4301750,2019,143537000
4303004,2019,2419203000
4303202,2019,116519000
4303905,2019,3196404000
4306304,2019,143154000
4307708,2019,3433253000
4322004,2019,8350172000
5100607,2019,857896000
5108055,2019,285152000
5204805,2019,423438000
5210604,2019,82582000
5214861,2019,125617000
5216007,2019,81451000
5218805,2019,10177631000
5220454,2019,3675794000
5222302,2019,207994000
1100189,2019,1164694000
1100379,2019,288721000
1300086,2019,125494000
1304203,2019,1021258000
1501725,2019,276410000
1502202,2019,1106990000
1504422,2019,1941535000
1505908,2019,321165000
1506906,2019,46772000
1507466,2019,46428000
1705102,2019,68829000
1706258,2019,48427000
1707652,2019,183636000
1716653,2019,78649000
